Own,Res,PolyNm,PolyPr,MxPolyPr,TotOwn,AvParcel
IND,0,3,0.3341700000000,0.5003900000000,78.5007600000000,52.42520000000
IND,0,2,0.5119300000000,0.5160800000000,80.9440700000000,80.29340000000
IND,0,3,0.3300100000000,0.4911600000000,157.1570600000000,78.64990000000
IND,0,3,0.3367200000000,0.5023900000000,157.1570600000000,79.19790000000
IND,0,2,0.5001200000000,0.5005200000000,79.1694800000000,98.69250000000
OTHER,0,3,0.3363700000000,0.5051400000000,79.5660600000000,79.33040000000
IND,0,4,0.2504100000000,0.2632400000000,42.1015800000000,40.04940000000
IND,0,4,0.2500600000000,0.2656400000000,40.2089300000000,37.85200000000
IND,0,3,0.3393700000000,0.5142200000000,77.6887000000000,51.27280000000
IND,0,5,0.2035700000000,0.3574900000000,57.1504300000000,32.54420000000
IND,0,2,0.5165600000000,0.7913600000000,123.6695900000000,80.72580000000
IND,0,4,0.2591900000000,0.2775500000000,43.1342500000000,40.28110000000
IND,0,4,0.2521200000000,0.5577400000000,87.5128000000000,39.55900000000
IND,0,7,0.1422600000000,0.3759900000000,58.0302600000000,21.95590000000
IND,0,3,0.3344600000000,0.4989200000000,78.9609600000000,52.93380000000
IND,0,2,0.5096000000000,0.5186400000000,122.7804100000000,101.00200000000
IND,0,3,0.3335000000000,0.4920800000000,76.9337800000000,52.14160000000
IND,0,3,0.3338900000000,0.5955000000000,95.2986800000000,53.43340000000
IND,0,3,0.3317600000000,0.7387900000000,117.6872700000000,52.84910000000
IND,0,2,0.5014400000000,0.7544200000000,120.0989600000000,79.82680000000
IND,0,4,0.2490800000000,0.4366600000000,71.2466200000000,62.11740000000
IND,0,2,0.5011100000000,0.5233600000000,96.9093300000000,87.75580000000
IND,0,3,0.3334400000000,0.7517000000000,120.8199700000000,53.59320000000
IND,0,2,0.5007900000000,0.5016600000000,80.6954600000000,80.55410000000
IND,0,1,0.9972300000000,0.9972300000000,165.9629500000000,165.96300000000
IND,0,4,0.2506500000000,0.2572600000000,364.6777800000000,42.59630000000
IND,0,2,0.5047300000000,0.5097400000000,160.7603300000000,120.54300000000
IND,0,2,0.4949700000000,0.5002100000000,160.4433800000000,120.63500000000
IND,0,2,0.5010900000000,0.8764200000000,192.2996100000000,128.97600000000
IND,0,2,0.5038700000000,0.5105200000000,136.7584700000000,97.78160000000
IND,0,2,0.5007500000000,0.5039300000000,120.9517800000000,119.64300000000
IND,0,4,0.2487300000000,0.2546400000000,120.9517800000000,79.58190000000
IND,0,4,0.2463200000000,0.2793300000000,136.7584700000000,55.67840000000
IND,0,3,0.3403000000000,0.5245900000000,98.0080700000000,76.97270000000
IND,0,2,0.5117200000000,0.5465500000000,92.0895600000000,86.22160000000
IND,0,2,0.4985000000000,0.7518500000000,238.4539400000000,79.64270000000
IND,0,4,0.2485100000000,0.2573100000000,41.2661500000000,90.52810000000
IND,0,4,0.2542800000000,0.2739900000000,46.3941500000000,95.18930000000
IND,0,1,1.0127100000000,1.0127100000000,210.5295700000000,210.53000000000
IND,0,2,0.5071300000000,0.7447100000000,159.1381600000000,121.58500000000
IND,0,2,0.4998900000000,0.4999100000000,79.4348800000000,79.43190000000
IND,0,3,0.3326800000000,0.5033100000000,80.0321900000000,52.90100000000
IND,0,1,0.9957100000000,0.9957100000000,157.9274000000000,157.92700000000
IND,0,1,0.9995500000000,0.9995500000000,158.4419100000000,158.44200000000
IND,0,2,0.4980200000000,0.5006400000000,80.7778500000000,80.35560000000
IND,0,2,0.5023300000000,0.5047800000000,161.2485600000000,120.81300000000
OTHER,0,2,0.5009100000000,0.7585000000000,398.4157800000000,142.07600000000
IND,0,4,0.2496000000000,0.2561700000000,41.6134200000000,70.69590000000
IND,0,3,0.3335400000000,0.6498100000000,142.0566200000000,52.73770000000
IND,0,2,0.4999600000000,0.5010500000000,80.1686800000000,79.99430000000
IND,0,4,0.2500000000000,0.3902000000000,61.7066800000000,39.53480000000
IND,0,3,0.3335500000000,0.4991900000000,77.9922400000000,52.11260000000
IND,0,4,0.2503300000000,0.2668500000000,42.1833900000000,39.57280000000
IND,0,3,0.3325400000000,0.4960100000000,117.3688800000000,52.05960000000
IND,0,3,0.3347000000000,0.5022800000000,78.5556800000000,52.34650000000
IND,0,3,0.3319600000000,0.5043800000000,79.3818800000000,52.24510000000
IND,0,3,0.3356800000000,0.4992300000000,118.2633100000000,80.09980000000
IND,0,2,0.4995900000000,0.7413900000000,156.8570400000000,98.81510000000
IND,0,3,0.3334300000000,0.5014100000000,79.8267100000000,92.17140000000
IND,0,3,0.3338400000000,0.4900600000000,77.4716400000000,52.77550000000
IND,0,3,0.3333300000000,0.5044000000000,80.4644700000000,106.63200000000
IND,0,2,0.5090600000000,0.7523300000000,159.9004800000000,101.10200000000
IND,0,3,0.3423900000000,0.5425500000000,127.4378600000000,68.06910000000
IND,0,4,0.2545300000000,0.2613400000000,127.4378600000000,71.62270000000
IND,0,4,0.2536100000000,0.2619600000000,41.9525100000000,40.61500000000
IND,0,4,0.2527900000000,0.2606100000000,41.7189900000000,40.46610000000
IND,0,3,0.3379800000000,0.5132700000000,321.4548100000000,133.27400000000
IND,0,3,0.3379500000000,0.5183000000000,321.4548100000000,132.93300000000
IND,0,1,1.0285700000000,1.0285700000000,321.4548100000000,321.45500000000
IND,0,1,0.9961000000000,0.9961000000000,159.6952600000000,159.69500000000
IND,0,2,0.5061300000000,0.5349200000000,86.3962400000000,81.74690000000
IND,0,2,0.5231400000000,0.7779900000000,124.6346400000000,83.80840000000
IND,0,3,0.3393600000000,0.5096700000000,82.3681300000000,54.84410000000
IND,0,4,0.2544600000000,0.2638300000000,42.6092400000000,41.09580000000
IND,0,4,0.2509400000000,0.2601900000000,41.7522600000000,40.26860000000
IND,0,2,0.5071400000000,0.5417000000000,90.0089000000000,84.26740000000
IND,0,4,0.2590000000000,0.4360800000000,72.2725100000000,42.92530000000
IND,0,1,1.0375000000000,1.0375000000000,166.5245300000000,166.52400000000
IND,0,6,0.1690900000000,0.3829600000000,66.3524500000000,70.79510000000
IND,0,2,0.4984400000000,0.5174600000000,110.9407600000000,157.28400000000
IND,0,2,0.4980300000000,0.5002400000000,203.6265700000000,181.01900000000
IND,0,2,0.5121800000000,0.5192100000000,82.1636600000000,120.28700000000
IND,0,3,0.3327000000000,0.5246900000000,335.2313300000000,138.50700000000
IND,0,1,1.0019400000000,1.0019400000000,335.2313300000000,335.23100000000
IND,0,3,0.3329800000000,0.4888400000000,335.2313300000000,161.29400000000
IND,0,3,0.3332300000000,0.4999600000000,80.5963200000000,76.15800000000
IND,0,1,1.0095600000000,1.0095600000000,563.8585200000000,563.85900000000
IND,0,2,0.5077400000000,0.5213400000000,86.0196700000000,324.93900000000
IND,0,1,0.9882100000000,0.9882100000000,563.8585200000000,563.85900000000
IND,0,1,0.9878000000000,0.9878000000000,563.8585200000000,563.85900000000
IND,0,3,0.3352600000000,0.5055000000000,364.0926100000000,81.45750000000
IND,0,2,0.4994900000000,0.7469600000000,364.0926100000000,101.24100000000
IND,0,2,0.5002700000000,0.7470400000000,198.2435700000000,179.90600000000
IND,0,2,0.4977800000000,0.4985400000000,198.2435700000000,180.22900000000
IND,0,3,0.3337900000000,0.5019300000000,477.7903400000000,185.88400000000
IND,0,1,1.0064900000000,1.0064900000000,477.7903400000000,477.79000000000
OTHER,0,2,0.5070600000000,0.5128600000000,1771.8291100000000,279.63700000000
IND,0,1,0.9976200000000,0.9976200000000,477.7903400000000,477.79000000000
IND,0,1,1.0173400000000,1.0173400000000,159.3525800000000,159.35300000000
IND,0,3,0.3397400000000,0.4740200000000,77.8410700000000,55.79130000000
OTHER,0,2,0.5142000000000,0.5207100000000,1771.8291100000000,91.18990000000
IND,0,2,0.4963800000000,0.5008900000000,159.6230300000000,158.76500000000
IND,0,3,0.3420300000000,0.5044800000000,157.9071500000000,80.16440000000
OTHER,0,1,0.9971000000000,0.9971000000000,398.4157800000000,156.83300000000
IND,0,2,0.5021200000000,0.5087000000000,159.6230300000000,118.85700000000
IND,0,9,0.1110900000000,0.2554400000000,40.8634000000000,25.90180000000
IND,0,2,0.4989500000000,0.5060400000000,119.0178300000000,98.83600000000
IND,0,4,0.2496800000000,0.5134900000000,81.7127300000000,59.96220000000
IND,0,2,0.5000500000000,0.7898400000000,150.9724500000000,82.82300000000
IND,0,1,0.9971100000000,0.9971100000000,173.7042700000000,159.55700000000
IND,0,2,0.5002800000000,0.5322100000000,85.1472100000000,80.03880000000
IND,0,5,0.2018700000000,0.3365500000000,53.7099400000000,32.21650000000
IND,0,3,0.3305600000000,0.6256000000000,99.8524400000000,52.76170000000
IND,0,1,0.9998600000000,0.9998600000000,284.1834400000000,284.18300000000
IND,0,2,0.4993700000000,0.7499900000000,155.9427900000000,203.00600000000
IND,0,3,0.3334900000000,0.5014900000000,284.1834400000000,169.43400000000
PPR,0,2,0.4995600000000,0.8809100000000,21939.5587000000000,108.60300000000
IND,0,1,1.0338800000000,1.0338800000000,165.3768000000000,165.37700000000
IND,0,2,0.5069100000000,0.7486600000000,278.7153300000000,160.44300000000
IND,0,1,1.0000200000000,1.0000200000000,278.7153300000000,278.71500000000
IND,0,4,0.2713100000000,0.2910200000000,46.1748600000000,43.04680000000
IND,0,3,0.3517100000000,0.5280500000000,84.0500900000000,55.98160000000
IND,0,1,1.0261500000000,1.0261500000000,165.2570500000000,165.25700000000
IND,0,1,1.0197900000000,1.0197900000000,204.8437000000000,164.59000000000
IND,0,3,0.3426500000000,0.4911300000000,78.3831400000000,54.68630000000
IND,0,3,0.3305300000000,0.4955300000000,1771.8291100000000,52.78590000000
IND,0,2,0.5043000000000,0.7474000000000,200.1482000000000,120.96500000000
IND,0,2,0.5059700000000,0.5129900000000,82.8625300000000,141.50500000000
IND,0,3,0.3379300000000,0.4998300000000,80.6030800000000,54.49570000000
IND,0,4,0.2500000000000,0.2737800000000,43.7861300000000,39.98260000000
IND,0,3,0.3329900000000,0.5099800000000,81.6162600000000,119.81900000000
PPR,0,2,0.5066400000000,0.7644900000000,21939.5587000000000,139.05400000000
PPR,0,3,0.3385300000000,0.5022400000000,21939.5587000000000,106.61300000000
PPR,0,1,1.0040700000000,1.0040700000000,21939.5587000000000,237.34500000000
IND,0,2,0.4985700000000,0.5063700000000,78.7106900000000,77.49840000000
IND,0,2,0.5045700000000,0.5102100000000,79.9210500000000,79.03740000000
IND,0,2,0.5065200000000,0.5148200000000,81.7485800000000,159.54700000000
IND,0,1,1.0190200000000,1.0190200000000,397.4434800000000,316.70500000000
IND,0,1,1.0096400000000,1.0096400000000,171.5020600000000,171.50200000000
IND,0,1,1.0001000000000,1.0001000000000,169.3773600000000,169.37700000000
IND,0,1,0.9999200000000,0.9999200000000,397.4434800000000,316.70500000000
PPR,0,1,1.0153900000000,1.0153900000000,21939.5587000000000,524.30600000000
PPR,0,3,0.3313600000000,0.7274400000000,21939.5587000000000,189.53700000000
PPR,0,1,1.0123800000000,1.0123800000000,21939.5587000000000,524.30600000000
IND,0,2,0.5147800000000,0.5264800000000,117.8959300000000,303.27900000000
IND,0,4,0.2572100000000,0.2818100000000,44.0256100000000,40.18270000000
IND,0,3,0.3471400000000,0.5200800000000,199.8338500000000,54.05230000000
IND,0,2,0.5078600000000,0.7399900000000,199.8338500000000,81.57060000000
PPR,0,1,1.0270900000000,1.0270900000000,21939.5587000000000,171.02500000000
ST,0,2,0.5142700000000,0.5385100000000,5163.9356900000000,76.94290000000
IND,0,2,0.5142100000000,0.5181100000000,289.4461700000000,164.33800000000
IND,0,2,0.5042900000000,0.7668900000000,133.3846900000000,189.42600000000
IND,0,2,0.5162600000000,0.7457900000000,289.4461700000000,145.59900000000
ST,0,3,0.3352100000000,0.4679900000000,5163.9356900000000,207.86000000000
ST,0,2,0.4989800000000,0.7467300000000,5163.9356900000000,291.43700000000
ST,0,1,1.0008800000000,1.0008800000000,5163.9356900000000,539.07300000000
ST,0,1,1.0234200000000,1.0234200000000,5163.9356900000000,539.07300000000
PPR,0,4,0.2526100000000,0.2550800000000,21939.5587000000000,81.06910000000
PPR,0,2,0.5106600000000,0.5200300000000,21939.5587000000000,122.34400000000
IND,0,3,0.3391100000000,0.5010900000000,76.5037400000000,103.81400000000
OTHER,0,1,1.0308700000000,1.0308700000000,1771.8291100000000,194.95600000000
IND,0,3,0.3383300000000,0.4162200000000,63.4406500000000,51.56830000000
IND,0,2,0.4998700000000,0.7424000000000,114.0670200000000,76.80420000000
IND,0,2,0.5093900000000,0.7613300000000,113.4961300000000,75.93740000000
ST,0,3,0.3374800000000,0.6022900000000,5163.9356900000000,49.74390000000
IND,0,4,0.2548300000000,0.2725800000000,1771.8291100000000,38.74750000000
IND,0,2,0.5095800000000,0.5154200000000,119.0761500000000,79.78260000000
IND,0,1,1.0219300000000,1.0219300000000,229.0543700000000,229.05400000000
IND,0,5,0.2017600000000,0.5196800000000,91.9204300000000,115.17100000000
IND,0,3,0.3381800000000,0.5368800000000,91.0313000000000,57.34020000000
PPR,0,2,0.5105000000000,0.7457500000000,21939.5587000000000,328.67600000000
ST,0,2,0.5032200000000,0.7537100000000,5163.9356900000000,328.67600000000
ST,0,1,1.0109100000000,1.0109100000000,5163.9356900000000,494.50600000000
ST,0,1,0.9994000000000,0.9994000000000,5163.9356900000000,494.50600000000
OTHER,0,2,0.4995100000000,0.7461900000000,1771.8291100000000,140.61100000000
IND,0,4,0.2499900000000,0.2618500000000,5163.9356900000000,84.13180000000
ST,0,4,0.2546100000000,0.5140700000000,5163.9356900000000,57.77170000000
IND,0,2,0.5078500000000,0.5147500000000,81.9921900000000,101.03200000000
IND,0,4,0.2526900000000,0.2762300000000,42.9720400000000,39.30990000000
IND,0,4,0.2569200000000,0.2691800000000,42.2724100000000,40.34710000000
IND,0,2,0.4999300000000,0.8900400000000,662.4474900000000,381.00800000000
IND,0,1,1.0174000000000,1.0174000000000,662.4474900000000,662.44700000000
IND,0,1,1.0289100000000,1.0289100000000,662.4474900000000,662.44700000000
IND,0,1,1.0167700000000,1.0167700000000,662.4474900000000,662.44700000000
IND,0,5,0.2010600000000,0.2636700000000,43.0214500000000,55.55090000000
IND,0,5,0.2014700000000,0.5097100000000,142.2249300000000,54.19990000000
IND,0,7,0.1445100000000,0.2438300000000,39.1367600000000,37.08440000000
IND,0,4,0.2521100000000,0.2580500000000,133.8052100000000,64.10170000000
IND,0,2,0.4999100000000,0.7580500000000,117.5397100000000,77.51390000000
IND,0,2,0.4999500000000,0.5025600000000,77.5709600000000,77.16790000000
IND,0,4,0.2550500000000,0.5152300000000,81.1803900000000,50.25280000000
IND,0,3,0.3293200000000,0.5015700000000,79.3916100000000,64.68060000000
IND,0,4,0.2499800000000,0.2785800000000,42.6546400000000,38.27620000000
IND,0,4,0.2499900000000,0.2621100000000,41.0906800000000,58.55540000000
IND,0,3,0.3342300000000,0.5021000000000,114.7421700000000,88.85280000000
IND,0,2,0.4986700000000,0.5020600000000,75.6168000000000,94.18450000000
OTHER,0,1,1.0139600000000,1.0139600000000,1771.8291100000000,307.34800000000
OTHER,0,1,1.0239100000000,1.0239100000000,1771.8291100000000,307.34800000000
IND,0,3,0.3396700000000,0.4989000000000,78.1387600000000,81.09030000000
OTHER,0,4,0.2556500000000,0.5294800000000,1771.8291100000000,50.26640000000
IND,0,5,0.1938900000000,0.4688400000000,76.5151900000000,31.64410000000
OTHER,0,4,0.2534700000000,0.2648000000000,3138.8537800000000,273.52600000000
OTHER,0,1,0.9987700000000,0.9987700000000,3138.8537800000000,508.33600000000
OTHER,0,1,0.9940600000000,0.9940600000000,3138.8537800000000,508.33600000000
OTHER,0,2,0.4968700000000,0.7436700000000,3138.8537800000000,274.03800000000
OTHER,0,1,0.9925800000000,0.9925800000000,3138.8537800000000,632.68100000000
OTHER,0,1,1.0228800000000,1.0228800000000,3138.8537800000000,632.68100000000
OTHER,0,1,1.0384900000000,1.0384900000000,3138.8537800000000,632.68100000000
OTHER,0,1,0.9711100000000,0.9711100000000,3138.8537800000000,632.68100000000
OTHER,0,1,1.0122100000000,1.0122100000000,3138.8537800000000,483.53300000000
OTHER,0,1,1.0280900000000,1.0280900000000,3138.8537800000000,483.53300000000
OTHER,0,1,1.0161100000000,1.0161100000000,3138.8537800000000,483.53300000000
OTHER,0,1,1.0086800000000,1.0086800000000,3138.8537800000000,451.11100000000
OTHER,0,2,0.5160800000000,0.9186800000000,3138.8537800000000,234.43600000000
OTHER,0,1,1.0012900000000,1.0012900000000,3138.8537800000000,451.11100000000
OTHER,0,1,0.9859900000000,0.9859900000000,3138.8537800000000,631.30100000000
OTHER,0,1,1.0476900000000,1.0476900000000,3138.8537800000000,631.30100000000
OTHER,0,1,1.0414900000000,1.0414900000000,3138.8537800000000,631.30100000000
OTHER,0,1,0.9927600000000,0.9927600000000,3138.8537800000000,631.30100000000
OTHER,0,1,0.9984900000000,0.9984900000000,3138.8537800000000,431.89200000000
OTHER,0,1,1.0232800000000,1.0232800000000,3138.8537800000000,431.89200000000
OTHER,0,2,0.5139200000000,0.7596500000000,3138.8537800000000,236.77700000000
TRUST,1,1,1.0295600000000,1.0295600000000,39069.6658000000000,454.02400000000
PPRFCL,1,2,0.4986900000000,0.5255300000000,3110.4374500000000,83.41010000000
TRUST,1,1,0.9998900000000,0.9998900000000,39069.6658000000000,454.02400000000
TRUST,1,2,0.5081900000000,0.7457200000000,39069.6658000000000,248.40200000000
TRUST,1,1,1.0037800000000,1.0037800000000,39069.6658000000000,525.43900000000
TRUST,1,2,0.4985500000000,0.7548500000000,39069.6658000000000,282.26500000000
TRUST,1,1,1.0025200000000,1.0025200000000,39069.6658000000000,525.43900000000
PPR,1,2,0.5008500000000,0.5019100000000,21939.5587000000000,302.88600000000
PPRFCL,1,2,0.5007000000000,0.7411900000000,10393.1251000000000,119.71900000000
TRUST,1,3,0.3334800000000,0.5273400000000,39069.6658000000000,135.45100000000
PPR,1,2,0.4960900000000,0.5107200000000,21939.5587000000000,100.19000000000
TRUST,1,4,0.2492100000000,0.2560800000000,41.1085600000000,79.46390000000
TRUST,1,1,0.9932100000000,0.9932100000000,39069.6658000000000,279.95200000000
PPR,1,2,0.4948900000000,0.7720800000000,21939.5587000000000,224.58000000000
PPR,1,4,0.2557700000000,0.2633300000000,39069.6658000000000,162.56000000000
PPR,1,2,0.5062600000000,0.7481200000000,21939.5587000000000,219.86700000000
TRUST,1,4,0.2492600000000,0.2577000000000,39069.6658000000000,213.94700000000
TRUST,1,1,1.0030400000000,1.0030400000000,39069.6658000000000,388.59200000000
PPR,1,2,0.5017400000000,0.5899000000000,21939.5587000000000,267.04100000000
TRUST,1,2,0.5002400000000,0.5280800000000,39069.6658000000000,232.13300000000
TRUST,1,2,0.4927100000000,0.7319700000000,39069.6658000000000,281.67200000000
TRUST,1,1,0.9987900000000,0.9987900000000,39069.6658000000000,522.77000000000
TRUST,1,1,1.0163200000000,1.0163200000000,39069.6658000000000,522.77000000000
TRUST,1,2,0.4995400000000,0.5236800000000,39069.6658000000000,299.30600000000
TRUST,1,1,1.0006600000000,1.0006600000000,39069.6658000000000,649.94700000000
TRUST,1,1,1.0150000000000,1.0150000000000,39069.6658000000000,649.94700000000
TRUST,1,1,1.0081500000000,1.0081500000000,39069.6658000000000,649.94700000000
TRUST,1,1,0.9833800000000,0.9833800000000,39069.6658000000000,649.94700000000
PPRFCL,1,3,0.3351200000000,0.4890700000000,21939.5587000000000,184.18600000000
TRUST,1,2,0.5005800000000,0.7684200000000,39069.6658000000000,257.22600000000
TRUST,1,2,0.5042900000000,0.7473800000000,39069.6658000000000,257.22600000000
TRUST,1,1,1.0143700000000,1.0143700000000,39069.6658000000000,436.60600000000
PPR,1,2,0.5163400000000,0.7936800000000,21939.5587000000000,141.06400000000
TRUST,1,2,0.5141000000000,0.7817000000000,39069.6658000000000,98.65600000000
TRUST,1,3,0.3369500000000,0.7065400000000,39069.6658000000000,54.04170000000
PPR,1,2,0.5250600000000,0.9024400000000,21939.5587000000000,84.54840000000
TRUST,1,2,0.5055800000000,0.5561800000000,39069.6658000000000,268.25800000000
TRUST,1,2,0.5081000000000,0.7797900000000,39069.6658000000000,268.25800000000
TRUST,1,2,0.4972900000000,0.7622700000000,39069.6658000000000,184.19800000000
PPR,1,2,0.5032900000000,0.6062500000000,21939.5587000000000,133.81000000000
TRUST,1,3,0.3348600000000,0.6085500000000,39069.6658000000000,158.99700000000
TRUST,1,3,0.3285400000000,0.4990800000000,39069.6658000000000,294.91800000000
TRUST,1,2,0.5035400000000,0.8948400000000,39069.6658000000000,216.19600000000
TRUST,1,2,0.4984500000000,0.5068000000000,39069.6658000000000,245.93800000000
TRUST,1,2,0.4749900000000,0.8293600000000,39069.6658000000000,255.76100000000
TRUST,1,2,0.4899100000000,0.8525100000000,39069.6658000000000,256.34300000000
IND,1,3,0.3371200000000,0.4905900000000,39069.6658000000000,191.86300000000
TRUST,1,2,0.5043500000000,0.8797300000000,39069.6658000000000,256.37300000000
TRUST,1,1,0.9974400000000,0.9974400000000,39069.6658000000000,401.30000000000
IND,1,3,0.3335800000000,0.4024600000000,63.8663700000000,64.92760000000
TRUST,1,4,0.2493000000000,0.5189300000000,39069.6658000000000,128.83400000000
TRUST,1,1,1.0193400000000,1.0193400000000,39069.6658000000000,401.30000000000
TRUST,1,2,0.4982200000000,0.7588800000000,39069.6658000000000,144.48200000000
