Own,Res,PolyNm,PolyPr,Mxpolypr ,TotOwn,AvParcl
IND,1,2,0.504452618,0.51142,79.2537,78.1726
IND,0,2,0.500634891,0.53733,80.064,74.5956
IND,0,2,0.501176439,0.53823,80.2016,74.6799
IND,0,2,0.501646311,0.50305,80.7304,80.5042
IND,0,4,0.247518822,0.25115,40.2979,39.7139
IND,0,3,0.340999371,0.54363,80.3882,50.4246
IND,0,1,1.023315256,1.02332,151.3343,151.334
IND,0,4,0.250400141,0.49367,78.1574,39.6431
IND,0,2,0.502957746,0.50754,80.3594,79.6333
IND,0,3,0.340398546,0.39254,63.0765,54.6966
IND,0,6,0.16943434,0.26821,42.8401,33.791
IND,0,6,0.167217235,0.25237,66.1689,31.0476
IND,0,1,1.005148258,1.00515,472.7342,472.734
IND,0,3,0.332100283,0.49213,472.7342,184.11
IND,0,2,0.498930335,0.50162,79.1136,275.924
IND,0,1,1.006677849,1.00668,472.7342,472.734
IND,0,1,0.993106042,0.9931,238.4686,238.469
IND,0,2,0.50234142,0.50338,80.3424,159.405
IND,0,3,0.333698124,0.50315,80.3213,80.2122
IND,0,2,0.501199353,0.50647,120.5241,99.8329
IND,0,2,0.501410461,0.50189,119.3067,99.839
IND,0,2,0.50071302,0.50135,80.3687,80.2662
RR,0,4,0.249217289,0.50646,4053.334,39.9914
IND,0,3,0.3332802,0.50241,80.69,80.3676
IND,0,1,1.002648647,1.00265,237.5158,237.516
IND,0,5,0.199669992,0.49882,237.5158,63.306
IND,0,3,0.333447468,0.49765,79.0661,52.9769
IND,0,2,0.497784926,0.49968,79.3829,79.0811
IND,0,1,0.999543385,0.99954,159.7995,159.799
IND,0,1,1.010389529,1.01039,160.9498,160.95
IND,0,1,0.999937177,0.99993,320.4844,159.168
IND,0,3,0.332385533,0.64233,102.4248,53.0012
IND,0,4,0.253866892,0.49653,78.6424,40.2082
IND,0,2,0.503794453,0.75685,121.0545,80.5789
IND,0,1,1.010391026,1.01039,320.4844,161.316
IND,0,3,0.339848274,0.50168,79.0917,53.5781
IND,0,5,0.205028797,0.38541,61.8349,32.8941
IND,0,2,0.50454771,0.50874,81.0144,80.3467
IND,0,6,0.167617406,0.53024,84.3076,26.651
IND,0,4,0.254805948,0.32756,51.8303,44.9619
IND,0,4,0.251217745,0.50567,79.5418,49.1675
IND,0,1,1.001436427,1.00144,158.2578,158.258
IND,0,1,0.997988191,0.99798,160.2292,160.229
IND,0,1,0.997565771,0.99756,319.382,319.382
IND,0,1,0.992800876,0.9928,319.382,319.382
IND,0,1,1.011569129,1.01157,162.8947,162.895
IND,0,4,0.249108597,0.28227,44.887,39.613
IND,0,1,1.00370033,1.0037,159.7637,159.764
IND,0,1,0.997331988,0.99732,158.1215,158.122
IND,0,1,1.007647278,1.00765,159.5677,159.568
IND,0,2,0.500903956,0.50146,80.1604,80.071
IND,0,2,0.498361352,0.5042,80.6772,79.7428
IND,0,2,0.502646663,0.61971,99.4666,80.6767
IND,0,1,0.984743395,0.98474,157.8779,157.878
IND,0,2,0.500168842,0.50571,199.8491,158.847
IND,0,2,0.501941729,0.50363,80.2762,140.063
IND,0,1,0.999880404,0.99987,158.8486,158.849
IND,0,3,0.333877025,0.49557,78.1157,131.936
IND,0,4,0.249857622,0.25876,82.3037,148.101
RR,0,2,0.504028989,0.7434,4053.334,256.946
RR,0,1,1.007355835,1.00736,4053.334,431.589
RR,0,2,0.49702701,0.74826,4053.334,235.177
IND,0,1,0.994164596,0.99416,158.4424,158.442
IND,0,2,0.495766932,0.49848,79.9819,79.5463
RR,0,1,1.001836031,1.00184,1334.787,320.025
RR,0,1,1.003571541,1.00357,1334.787,320.025
IND,0,4,0.25028614,0.50832,80.5632,39.6675
IND,0,2,0.497700699,0.49986,79.0023,78.6606
IND,0,1,1.004866134,1.00487,159.6263,159.626
IND,0,3,0.332071254,0.48859,1334.787,52.886
IND,0,3,0.335438818,0.39584,62.6934,53.1268
IND,0,4,0.248026261,0.25321,39.7637,38.9493
IND,0,3,0.339393901,0.52079,81.4572,53.0846
IND,0,4,0.248687489,0.25458,40.161,39.2307
IND,0,2,0.50020976,0.50361,78.9905,78.4559
IND,0,4,0.252649574,0.26333,41.2055,39.534
IND,0,4,0.244738504,0.37056,58.0793,57.6244
IND,0,4,0.250370125,0.26215,41.1873,53.9013
IND,0,3,0.335795215,0.4931,78.382,53.377
IND,0,1,1.006243778,1.00624,329.1681,329.168
IND,0,1,1.012566028,1.01257,329.1681,329.168
IND,0,2,0.498728164,0.50563,80.4661,79.3675
IND,0,3,0.334605657,0.49848,79.8207,53.5794
IND,0,2,0.505443835,0.51719,83.5852,81.6868
IND,0,2,0.509586342,0.51533,81.5872,80.6772
IND,0,3,0.32750564,0.50942,81.5228,52.4104
IND,0,2,0.500909274,0.50891,80.8202,79.5484
IND,0,2,0.502356921,0.50611,80.4823,79.8852
IND,0,2,0.507844205,0.50924,81.338,81.1144
IND,0,2,0.501430757,0.51256,81.7518,79.9762
IND,0,3,0.330084154,0.47811,76.0181,131.586
IND,0,2,0.507260807,0.50936,80.8783,80.5449
IND,0,2,0.500048111,0.50407,80.6754,179.576
RR,0,1,0.98507984,0.98507,1334.787,278.477
Other-No Data,0,2,0.505010524,0.51221,80.7902,79.6543
RR,0,1,1.012175575,1.01218,1334.787,234.819
IND,0,2,0.505613269,0.54831,87.4054,161.112
IND,0,1,0.973346071,0.97334,153.85,153.85
IND,0,1,1.009863368,1.00986,161.0516,161.052
IND,0,3,0.339460389,0.60035,139.4907,79.3955
IND,0,3,0.332887871,0.512,81.1468,92.9822
IND,0,2,0.484559671,0.73846,117.8642,77.3396
IND,0,3,0.337311281,0.5043,80.4346,120.185
IND,0,1,1.005416351,1.00542,240.0785,240.078
IND,0,2,0.502082917,0.76184,241.0069,240.543
IND,0,2,0.496359589,0.7447,241.0069,140.335
IND,0,2,0.515469908,0.75381,121.4199,83.0289
IND,0,1,1.016463891,1.01647,242.1743,242.174
IND,0,2,0.505791458,0.51433,82.4151,162.295
IND,0,3,0.340624318,0.48245,1098.15,54.6576
RE,0,2,0.506986078,0.5368,1098.15,81.352
IND,0,4,0.255501946,0.27032,43.1416,40.7753
IND,0,2,0.506586808,0.51252,82.0203,81.0701
IND,0,2,0.509877329,0.76187,123.2217,102.496
IND,0,3,0.335707511,0.50878,82.0701,68.0537
IND,1,4,0.255714983,0.38012,60.0059,40.3664
IND,1,5,0.202554642,0.38391,61.706,40.3855
IND,1,5,0.201063229,0.25514,41.1066,32.3939
IND,1,4,0.251384279,0.25709,80.4434,50.5506
IND,1,3,0.330147731,0.50672,81.463,73.7678
IND,1,2,0.512596472,0.51824,82.7292,81.8268
IND,1,3,0.335039068,0.50356,80.6242,53.6421
Other-No Data,1,2,0.510312135,0.52486,81.2679,79.0152
Other-No Data,1,1,1.020384613,1.02038,477.9121,160.932
RE,1,1,1.02261989,1.02262,879.9916,482.379
RE,1,2,0.511188149,0.51954,879.9916,320.22
RE,1,2,0.495109308,0.49622,879.9916,320.22
RE,1,1,1.004233044,1.00423,879.9916,482.379
IND,1,1,1.049890424,1.04989,638.4974,638.497
IND,1,2,0.497251957,0.98233,638.4974,320.218
IND,1,1,0.984126489,0.98412,638.4974,638.497
IND,1,1,0.999993717,0.99999,638.4974,638.497
Other-No Data,1,2,0.512324887,0.65046,111.9861,85.6074
IND,1,4,0.252022723,0.48625,79.0899,67.5741
Other-No Data,1,1,1.008528179,1.00853,1434.055,199.402
IND,1,3,0.338947197,0.48393,77.1863,54.0614
IND,1,4,0.253439891,0.384,61.1196,40.338
IND,1,3,0.333343228,0.49766,78.8008,106.038
Other-No Data,1,1,0.999048123,0.99905,315.6023,315.602
Other-No Data,1,1,0.991399654,0.99139,315.6023,315.602
IND,1,3,0.333785526,0.49627,78.5069,65.9149
IND,1,4,0.250055453,0.37101,58.8764,45.0946
RE,1,1,1.006737053,1.00673,879.9916,159.146
Other-No Data,1,2,0.503284853,0.75352,477.9121,117.485
Other-No Data,1,4,0.251487408,0.27256,82.6231,79.5472
Other-No Data,1,2,0.504572861,0.51688,81.44,79.5005
Other-No Data,1,1,1.007767763,1.00777,159.447,159.447
IND,1,4,0.252843128,0.37904,72.5755,55.9335
IND,1,6,0.169349789,0.26605,42.2317,37.4218
Other-No Data,1,3,0.337281004,0.50887,79.0922,64.9563
IND,1,3,0.334841314,0.49992,77.5307,65.234
IND,1,6,0.16822122,0.2879,44.306,31.9444
IND,1,3,0.336621078,0.37968,59.7705,52.9919
IND,1,4,0.247961685,0.36185,57.1184,39.141
IND,1,3,0.3335861,0.50241,80.0368,53.1416
IND,1,3,0.332188133,0.3752,59.6067,52.7734
IND,1,3,0.334439808,0.49997,80.1605,53.6204
IND,1,2,0.498774374,0.50395,80.9211,80.0887
IND,1,4,0.250939305,0.25453,40.9718,40.3937
IND,1,4,0.251377141,0.35378,56.8004,40.3586
IND,1,3,0.33264262,0.50759,81.3517,66.7097
IND,1,3,0.334494137,0.49712,79.4,66.5574
IND,1,3,0.335388633,0.497,78.7831,53.1649
IND,1,3,0.333559358,0.50086,79.7017,53.0783
Other-No Data,1,3,0.337401353,0.51225,1434.055,68.5412
IND,1,4,0.252692019,0.26278,43.4778,41.8085
IND,1,3,0.337390379,0.49738,79.4594,67.3812
IND,1,4,0.279372994,0.37239,59.2979,49.0809
IND,1,4,0.246391864,0.30363,50.693,41.1367
IND,1,3,0.338407442,0.41484,69.0768,56.3489
IND,1,4,0.249630486,0.38267,60.894,49.2857
IND,1,4,0.247642872,0.38965,61.7602,39.2509
IND,1,3,0.293686026,0.38631,60.9148,46.309
IND,1,2,0.501050888,0.50351,79.9672,79.5759
IND,1,2,0.503947682,0.50955,81.345,80.4492
IND,1,3,0.33572176,0.50091,80.4222,66.3173
IND,1,4,0.243365198,0.25494,40.9118,69.0161
IND,1,4,0.252699987,0.2614,81.6648,59.7579
IND,1,3,0.332691982,0.49834,79.4901,53.0667
IND,1,3,0.333325164,0.39538,62.9192,53.0437
IND,1,4,0.250670757,0.2564,40.9598,40.0434
IND,1,2,0.499032059,0.49951,79.5243,79.4479
IND,1,2,0.500009458,0.50376,79.8907,79.2955
IND,1,4,0.248816629,0.4899,76.6707,38.9403
IND,1,3,0.334860532,0.5213,81.298,52.2215
IND,1,4,0.249177096,0.30728,48.3201,43.1272
IND,1,4,0.250813802,0.5007,79.0008,55.7858
IND,1,4,0.24980346,0.25528,66.4767,46.1433
IND,1,4,0.250295033,0.32604,51.4427,58.873
IND,1,5,0.201251137,0.27201,121.5929,54.8038
IND,1,3,0.330592149,0.49852,121.5929,66.5283
Other-No Data,1,1,1.01699174,1.01699,163.5157,163.516
IND,0,3,0.338607116,0.51126,81.7216,54.1233
IND,1,3,0.336168618,0.51049,82.4325,135.141
IND,1,4,0.257166072,0.50951,82.1458,51.3689
Other-No Data,1,3,0.329466222,0.50199,280.7598,128.951
Other-No Data,1,1,0.999709175,0.9997,280.7598,280.76
