ID,X,Y,Cover1857,Cover1930,Cover1987
24507014,429182.6729,659654.8494,Hemlock-Yellow Birch,Aspen-Paper Birch,Aspen-Paper Birch
24507021,427578.7204,660461.8826,Hemlock-Yellow Birch,Aspen-Paper Birch,Aspen-Paper Birch
24507022,426778.437,660493.8345,Hemlock-Yellow Birch,Aspen-Paper Birch,Aspen-Paper Birch
24507023,426779.4892,659698.3775,Lowland Forest,Aspen-Paper Birch,Aspen-Paper Birch
24507024,427582.3566,659667.8079,Lowland Forest,Aspen-Paper Birch,Aspen-Paper Birch
24507031,425980.7841,660525.1223,Hemlock-Yellow Birch,Northern Hardwood,Aspen-Paper Birch
24507032,425180.3623,660548.5717,Aspen-Paper Birch,Northern Hardwood,Aspen-Paper Birch
24507034,425974.4911,659725.6116,Hemlock-Yellow Birch,Northern Hardwood,Aspen-Paper Birch
24507111,427591.2561,658875.4669,Lowland Forest,Aspen-Paper Birch,Aspen-Paper Birch
24507112,426787.3738,658905.1792,Lowland Forest,Aspen-Paper Birch,Northern Hardwood
24507114,427602.9736,658087.8798,Other or No Data,Other or No Data,Other or No Data
24507121,429179.4994,658853.2743,Hemlock-Yellow Birch,Aspen-Paper Birch,Boreal Conifer-Hardwood
24507122,428386.1874,658856.6105,Hemlock-Yellow Birch,Aspen-Paper Birch,Aspen-Paper Birch
24507123,428387.2534,658066.8484,Hemlock-Yellow Birch,Aspen-Paper Birch,Aspen-Paper Birch
24507124,429176.2394,658055.1817,Hemlock-Yellow Birch,Aspen-Paper Birch,Aspen-Paper Birch
24507131,429166.6207,657256.8975,Hemlock-Yellow Birch,Aspen-Paper Birch,Boreal Conifer-Hardwood
24507132,428375.7472,657275.1053,Hemlock-Yellow Birch,Aspen-Paper Birch,Boreal Conifer-Hardwood
24507134,429152.8023,656464.7124,Hemlock-Yellow Birch,Northern Hardwood,Northern Hardwood
24602031,474349.4148,669424.4512,Pine Species,Aspen-Paper Birch,Other or No Data
24602032,473557.7777,669454.5008,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24602033,473543.761,668625.7861,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24602034,474338.7384,668580.1126,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24602041,472764.6728,669481.566,Boreal Conifer-Hardwood,Aspen-Paper Birch,Aspen-Paper Birch
24602042,471972.8919,669508.1403,Boreal Conifer-Hardwood,Aspen-Paper Birch,Aspen-Paper Birch
24602043,471937.1141,668697.1302,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24602044,472743.4955,668663.9481,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24602051,471168.2065,669528.293,Aspen-Paper Birch,Northern Hardwood,Aspen-Paper Birch
24602052,470354.3084,669541.0064,Pine Species,Aspen-Paper Birch,Boreal Conifer-Hardwood
24602053,470322.0476,668732.1892,Pine Species,Aspen-Paper Birch,Boreal Conifer-Hardwood
24602054,471130.0757,668719.62,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24602061,469542.7135,669547.933,Pine Species,Aspen-Paper Birch,Boreal Conifer-Hardwood
24602062,468740.8228,669551.7246,Lowland Forest,Aspen-Paper Birch,Upland Shrub-Herb
24602063,468718.9239,668726.5559,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24602064,469515.262,668733.6553,Pine Species,Aspen-Paper Birch,Boreal Conifer-Hardwood
24602071,469496.4696,667928.9811,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24602072,468698.8455,667920.7197,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24602073,468682.5003,667117.4914,Northern Hardwood,Aspen-Paper Birch,Aspen-Paper Birch
24602074,469486.1623,667123.8347,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24602081,471104.0998,667914.6892,Pine Species,Aspen-Paper Birch,Boreal Conifer-Hardwood
24602082,470300.2834,667926.9453,Pine Species,Aspen-Paper Birch,Boreal Conifer-Hardwood
24602083,470288.805,667120.9983,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24602084,471089.722,667108.8579,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24602091,472725.6116,667858.4764,Pine Species,Aspen-Paper Birch,Boreal Conifer-Hardwood
24602092,471912.8903,667892.7542,Pine Species,Aspen-Paper Birch,Boreal Conifer-Hardwood
24602093,471896.2294,667087.6691,Pine Species,Aspen-Paper Birch,Boreal Conifer-Hardwood
24602094,472710.3997,667050.2664,Pine Species,Aspen-Paper Birch,Boreal Conifer-Hardwood
24602101,474322.876,667782.6946,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24602102,473528.3073,667822.0522,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24602103,473510.3141,667017.7717,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24602104,474300.6948,666990.7981,Hemlock-Yellow Birch,Aspen-Paper Birch,Aspen-Paper Birch
24602112,475119.8518,667765.2256,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24602113,475096.8411,666975.6092,Northern Hardwood,Aspen-Paper Birch,Boreal Conifer-Hardwood
24602133,476664.7994,665373.1152,Hemlock-Yellow Birch,Aspen-Paper Birch,Aspen-Paper Birch
24602134,477474.3595,665379.0065,Hemlock-Yellow Birch,Aspen-Paper Birch,Aspen-Paper Birch
24602141,475877.4069,666174.2396,Hemlock-Yellow Birch,Aspen-Paper Birch,Aspen-Paper Birch
24602142,475079.9222,666178.9866,Lowland Forest,Northern Hardwood,Aspen-Paper Birch
24602143,475070.4316,665374.2855,Hemlock-Yellow Birch,Aspen-Paper Birch,Boreal Conifer-Hardwood
24602144,475863.4701,665372.0592,Hemlock-Yellow Birch,Aspen-Paper Birch,Aspen-Paper Birch
24602151,474286.9143,666191.7324,Hemlock-Yellow Birch,Aspen-Paper Birch,Aspen-Paper Birch
24602152,473497.5944,666213.7246,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24602153,473487.7457,665411.4648,Hemlock-Yellow Birch,Aspen-Paper Birch,Aspen-Paper Birch
24602154,474279.0973,665387.1325,Hemlock-Yellow Birch,Northern Hardwood,Boreal Conifer-Hardwood
24602161,472696.3649,666245.0918,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24602162,471885.6641,666283.4908,Pine Species,Aspen-Paper Birch,Boreal Conifer-Hardwood
24602163,471877.2313,665479.119,Boreal Conifer-Hardwood,Aspen-Paper Birch,Aspen-Paper Birch
24602164,472687.2157,665441.9892,Boreal Conifer-Hardwood,Aspen-Paper Birch,Aspen-Paper Birch
24602171,471079.4754,666304.5666,Pine Species,Aspen-Paper Birch,Boreal Conifer-Hardwood
24602172,470280.857,666315.8668,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24602173,470276.6235,665511.7224,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24602174,471073.594,665502.0773,Pine Species,Aspen-Paper Birch,Boreal Conifer-Hardwood
24602181,469479.7528,666319.4495,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24602182,468668.2465,666314.9377,Northern Hardwood,Aspen-Paper Birch,Aspen-Paper Birch
24602183,468656.3728,665514.397,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24602184,469476.2246,665516.2692,Lowland Forest,Aspen-Paper Birch,Aspen-Paper Birch
24602191,469458.7839,664712.71,Lowland Forest,Aspen-Paper Birch,Boreal Conifer-Hardwood
24602192,468637.9512,664716.3529,Pine Species,Aspen-Paper Birch,Boreal Conifer-Hardwood
24602193,468612.9385,663915.9565,Lowland Forest,Northern Hardwood,Boreal Conifer-Hardwood
24602194,469426.7473,663908.7863,Pine Species,Northern Hardwood,Boreal Conifer-Hardwood
24602201,471057.6602,664697.6583,Pine Species,Aspen-Paper Birch,Boreal Conifer-Hardwood
24602202,470259.7545,664706.5831,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24602203,470229.7671,663901.2431,Pine Species,Aspen-Paper Birch,Boreal Conifer-Hardwood
24602204,471031.4414,663892.1359,Pine Species,Aspen-Paper Birch,Boreal Conifer-Hardwood
24602211,472674.0235,664639.9949,Hemlock-Yellow Birch,Aspen-Paper Birch,Aspen-Paper Birch
24602212,471862.3156,664675.6274,Boreal Conifer-Hardwood,Aspen-Paper Birch,Aspen-Paper Birch
24602213,471840.678,663871.2605,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24602214,472657.8957,663838.7081,Pine Species,Aspen-Paper Birch,Boreal Conifer-Hardwood
24602221,474268.6855,664588.1091,Pine Species,Northern Hardwood,Boreal Conifer-Hardwood
24602222,473476.2352,664611.3594,Hemlock-Yellow Birch,Northern Hardwood,Aspen-Paper Birch
24602223,473463.2778,663813.8265,Pine Species,Northern Hardwood,Aspen-Paper Birch
24602224,474257.7174,663795.0974,Hemlock-Yellow Birch,Northern Hardwood,Boreal Conifer-Hardwood
24602231,475854.8225,664574.4989,Hemlock-Yellow Birch,Aspen-Paper Birch,Aspen-Paper Birch
24602232,475062.1628,664575.5967,Pine Species,Aspen-Paper Birch,Boreal Conifer-Hardwood
24602233,475053.9126,663784.7447,Hemlock-Yellow Birch,Aspen-Paper Birch,Boreal Conifer-Hardwood
24602234,475852.1049,663783.3496,Aspen-Paper Birch,Aspen-Paper Birch,Aspen-Paper Birch
24602241,477466.6394,664577.0678,Northern Hardwood,Aspen-Paper Birch,Aspen-Paper Birch
24602242,476656.9539,664575.3671,Hemlock-Yellow Birch,Aspen-Paper Birch,Aspen-Paper Birch
24602243,476654.7593,663781.3264,Aspen-Paper Birch,Aspen-Paper Birch,Aspen-Paper Birch
24602244,477461.5518,663777.7085,Other or No Data,Other or No Data,Other or No Data
24602252,476650.1741,662988.1804,Hemlock-Yellow Birch,Aspen-Paper Birch,Aspen-Paper Birch
24602261,475848.2993,662991.6629,Hemlock-Yellow Birch,Aspen-Paper Birch,Aspen-Paper Birch
24602262,475049.7702,662991.9141,Hemlock-Yellow Birch,Aspen-Paper Birch,Aspen-Paper Birch
24602263,475049.3412,662195.1718,Hemlock-Yellow Birch,Aspen-Paper Birch,Aspen-Paper Birch
24602264,475844.4627,662197.4517,Northern Hardwood,Aspen-Paper Birch,Aspen-Paper Birch
24602271,474251.4096,662998.659,Hemlock-Yellow Birch,Aspen-Paper Birch,Boreal Conifer-Hardwood
24602272,473454.4859,663013.3484,Pine Species,Northern Hardwood,Boreal Conifer-Hardwood
24602273,473448.7361,662210.0512,Pine Species,Aspen-Paper Birch,Boreal Conifer-Hardwood
24602274,474250.602,662199.1011,Hemlock-Yellow Birch,Aspen-Paper Birch,Upland Shrub-Herb
24602281,472645.8271,663035.8887,Pine Species,Northern Hardwood,Aspen-Paper Birch
24602282,471825.4619,663066.6832,Pine Species,Northern Hardwood,Aspen-Paper Birch
24602283,471815.751,662262.5346,Pine Species,Northern Hardwood,Aspen-Paper Birch
24602284,472637.8293,662232.0428,Pine Species,Northern Hardwood,Aspen-Paper Birch
24602291,471014.5142,663087.301,Pine Species,Northern Hardwood,Boreal Conifer-Hardwood
24602292,470212.4207,663097.181,Pine Species,Aspen-Paper Birch,Boreal Conifer-Hardwood
24602293,470208.017,662293.2235,Hemlock-Yellow Birch,Aspen-Paper Birch,Boreal Conifer-Hardwood
24602294,471006.5616,662281.9617,Hemlock-Yellow Birch,Aspen-Paper Birch,Aspen-Paper Birch
24602301,469409.3185,663105.5804,Pine Species,Aspen-Paper Birch,Boreal Conifer-Hardwood
24602302,468596.3889,663113.3063,Lowland Forest,Aspen-Paper Birch,Aspen-Paper Birch
24602303,468590.0411,662311.7273,Northern Hardwood,Aspen-Paper Birch,Aspen-Paper Birch
24602304,469406.5,662303.0523,Hemlock-Yellow Birch,Aspen-Paper Birch,Aspen-Paper Birch
24602311,469405.037,661506.2081,Hemlock-Yellow Birch,Northern Hardwood,Aspen-Paper Birch
24602312,468586.5506,661513.2275,Northern Hardwood,Aspen-Paper Birch,Aspen-Paper Birch
24602313,468587.2945,660716.6891,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24602314,469405.6164,660715.0271,Northern Hardwood,Northern Hardwood,Aspen-Paper Birch
24602321,470999.6601,661479.1253,Pine Species,Aspen-Paper Birch,Upland Shrub-Herb
24602322,470205.4994,661495.1387,Hemlock-Yellow Birch,Aspen-Paper Birch,Aspen-Paper Birch
24602323,470203.6272,660703.2224,Northern Hardwood,Northern Hardwood,Aspen-Paper Birch
24602324,470993.13,660678.9714,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24602331,472624.7357,661430.6921,Pine Species,Northern Hardwood,Aspen-Paper Birch
24602332,471805.9482,661458.7995,Pine Species,Northern Hardwood,Aspen-Paper Birch
24602333,471793.7543,660656.2402,Hemlock-Yellow Birch,Aspen-Paper Birch,Aspen-Paper Birch
24602334,472609.4627,660631.6749,Hemlock-Yellow Birch,Aspen-Paper Birch,Aspen-Paper Birch
24602341,474242.7117,661403.0623,Hemlock-Yellow Birch,Aspen-Paper Birch,Northern Hardwood
24602342,473437.5842,661411.0921,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24602343,473420.5651,660615.2294,Hemlock-Yellow Birch,Aspen-Paper Birch,Upland Shrub-Herb
24602344,474227.5232,660609.4407,Northern Hardwood,Aspen-Paper Birch,Aspen-Paper Birch
24602352,475043.8532,661399.0813,Northern Hardwood,Aspen-Paper Birch,Northern Hardwood
24603011,467938.3809,669559.7168,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24603012,467128.2688,669573.0525,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24603013,467101.3448,668748.11,Pine Species,Aspen-Paper Birch,Boreal Conifer-Hardwood
24603014,467916.8936,668730.8669,Lowland Forest,Aspen-Paper Birch,Aspen-Paper Birch
24603021,466327.1521,669587.5804,Pine Species,Northern Hardwood,Boreal Conifer-Hardwood
24603022,465534.6708,669603.2963,Hemlock-Yellow Birch,Aspen-Paper Birch,Aspen-Paper Birch
24603023,465494.9083,668787.9785,Pine Species,Aspen-Paper Birch,Marsh-Bog
24603024,466294.1036,668766.8606,Pine Species,Aspen-Paper Birch,Boreal Conifer-Hardwood
24603031,464737.3542,669613.4519,Hemlock-Yellow Birch,Aspen-Paper Birch,Aspen-Paper Birch
24603032,463937.8257,669617.0647,Lowland Forest,Aspen-Paper Birch,Aspen-Paper Birch
24603033,463895.863,668796.3502,Pine Species,Aspen-Paper Birch,Boreal Conifer-Hardwood
24603034,464695.3907,668798.0706,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24603041,463135.8445,669621.4612,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24603042,462329.2783,669626.3692,Aspen-Paper Birch,Aspen-Paper Birch,Aspen-Paper Birch
24603043,462280.2285,668799.8985,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24603044,463090.4181,668796.6109,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24603051,461525.5525,669631.1396,Boreal Conifer-Hardwood,Aspen-Paper Birch,Aspen-Paper Birch
24603052,460726.5096,669633.5938,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24603053,460666.347,668797.3774,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24603054,461471.7431,668800.5269,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24603061,459923.7819,669637.2376,Pine Species,Aspen-Paper Birch,Boreal Conifer-Hardwood
24603062,459107.095,669649.5071,Boreal Conifer-Hardwood,Aspen-Paper Birch,Boreal Conifer-Hardwood
24603063,459075.9851,668800.9074,Boreal Conifer-Hardwood,Aspen-Paper Birch,Aspen-Paper Birch
24603064,459860.9061,668796.1325,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24603071,459819.1032,667991.7925,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24603072,459055.7832,667991.2633,Lowland Forest,Aspen-Paper Birch,Aspen-Paper Birch
24603073,459043.8675,667182.2738,Lowland Forest,Aspen-Paper Birch,Aspen-Paper Birch
24603074,459797.2504,667185.9195,Hemlock-Yellow Birch,Aspen-Paper Birch,Aspen-Paper Birch
24603081,461434.0171,667997.629,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24603082,460625.6268,667994.7429,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24603083,460603.6719,667190.7401,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24603084,461411.2879,667193.5803,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24603091,463055.8669,667989.5251,Pine Species,Aspen-Paper Birch,Boreal Conifer-Hardwood
24603092,462244.0405,667995.4856,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24603093,462219.956,667189.9027,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24603094,463029.4432,667178.6173,Pine Species,Aspen-Paper Birch,Boreal Conifer-Hardwood
24603101,464661.8942,667992.725,Lowland Forest,Aspen-Paper Birch,Marsh-Bog
24603102,463860.7765,667988.4823,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24603103,463834.5568,667176.9109,Pine Species,Aspen-Paper Birch,Boreal Conifer-Hardwood
24603104,464637.6543,667186.4115,Lowland Forest,Aspen-Paper Birch,Marsh-Bog
24603111,466268.4762,667965.4197,Pine Species,Aspen-Paper Birch,Upland Shrub-Herb
24603112,465464.3588,667985.3436,Lowland Forest,Aspen-Paper Birch,Marsh-Bog
24603113,465442.6167,667182.7096,Lowland Forest,Aspen-Paper Birch,Marsh-Bog
24603114,466249.1239,667165.7889,Lowland Forest,Northern Hardwood,Boreal Conifer-Hardwood
24603121,467895.6167,667928.6671,Pine Species,Aspen-Paper Birch,Upland Shrub-Herb
24603122,467079.3386,667947.0325,Pine Species,Northern Hardwood,Aspen-Paper Birch
24603123,467059.8817,667147.3761,Northern Hardwood,Northern Hardwood,Aspen-Paper Birch
24603124,467873.9043,667126.7069,Northern Hardwood,Aspen-Paper Birch,Aspen-Paper Birch
24603131,467851.2455,666325.0994,Northern Hardwood,Aspen-Paper Birch,Aspen-Paper Birch
24603132,467035.8128,666345.7616,Pine Species,Northern Hardwood,Boreal Conifer-Hardwood
24603133,467007.8859,665542.57,Pine Species,Aspen-Paper Birch,Boreal Conifer-Hardwood
24603134,467828.0343,665524.023,Pine Species,Northern Hardwood,Boreal Conifer-Hardwood
24603141,466223.8243,666362.5452,Pine Species,Northern Hardwood,Other or No Data
24603142,465416.0639,666374.5307,Lowland Forest,Aspen-Paper Birch,Marsh-Bog
24603143,465385.3678,665560.0359,Lowland Forest,Other or No Data,Marsh-Bog
24603144,466193.0779,665554.9106,Pine Species,Aspen-Paper Birch,Marsh-Bog
24603151,464611.7008,666376.4779,Pine Species,Aspen-Paper Birch,Marsh-Bog
24603152,463808.3233,666368.1109,Pine Species,Aspen-Paper Birch,Marsh-Bog
24603153,463780.0098,665561.9828,Boreal Conifer-Hardwood,Aspen-Paper Birch,Marsh-Bog
24603154,464581.6779,665562.8081,Lowland Forest,Aspen-Paper Birch,Marsh-Bog
24603161,463001.9079,666370.7678,Pine Species,Aspen-Paper Birch,Marsh-Bog
24603162,462194.6206,666383.4833,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24603163,462168.3359,665577.9738,Lowland Forest,Aspen-Paper Birch,Marsh-Bog
24603164,462975.4359,665567.5235,Boreal Conifer-Hardwood,Aspen-Paper Birch,Marsh-Bog
24603171,461387.8044,666388.5975,Pine Species,Aspen-Paper Birch,Marsh-Bog
24603172,460581.2551,666386.7927,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24603173,460558.3864,665582.602,Pine Species,Aspen-Paper Birch,Boreal Conifer-Hardwood
24603174,461363.0688,665582.0427,Lowland Forest,Aspen-Paper Birch,Marsh-Bog
24603181,459775.6632,666381.5532,Pine Species,Aspen-Paper Birch,Upland Shrub-Herb
24603182,459029.1083,666375.717,Pine Species,Pine Species,Pine Species
24603183,459013.4203,665571.9421,Pine Species,Northern Hardwood,Boreal Conifer-Hardwood
24603184,459753.2937,665578.7278,Pine Species,Aspen-Paper Birch,Upland Shrub-Herb
24603191,459732.8737,664776.6057,Pine Species,Pine Species,Boreal Conifer-Hardwood
24603192,458998.5791,664767.7163,Pine Species,Other or No Data,Upland Shrub-Herb
24603193,458984.8909,663964.3324,Pine Species,Ag-Grassland,Ag-Grassland
24603194,459714.495,663975.7159,Lowland Forest,Aspen-Paper Birch,Marsh-Bog
24603201,461340.9338,664778.0664,Boreal Conifer-Hardwood,Aspen-Paper Birch,Upland Shrub-Herb
24603202,460537.0119,664780.4056,Pine Species,Aspen-Paper Birch,Marsh-Bog
24603203,460518.0243,663980.6367,Lowland Forest,Aspen-Paper Birch,Marsh-Bog
24603204,461320.443,663976.8834,Boreal Conifer-Hardwood,Aspen-Paper Birch,Ag-Grassland
24603211,462950.8856,664764.345,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24603212,462145.6506,664773.5831,Lowland Forest,Aspen-Paper Birch,Marsh-Bog
24603213,462124.1255,663970.1673,Boreal Conifer-Hardwood,Aspen-Paper Birch,Marsh-Bog
24603214,462929.6765,663960.9189,Pine Species,Aspen-Paper Birch,Marsh-Bog
24603221,464557.424,664754.6888,Pine Species,Aspen-Paper Birch,Marsh-Bog
24603222,463755.1457,664757.3203,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24603223,463734.9372,663955.2329,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24603224,464540.5178,663953.2666,Pine Species,Aspen-Paper Birch,Boreal Conifer-Hardwood
24603231,466171.2149,664749.9819,Pine Species,Aspen-Paper Birch,Marsh-Bog
24603232,465362.6952,664752.1093,Pine Species,Aspen-Paper Birch,Marsh-Bog
24603233,465347.5842,663950.6872,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24603234,466156.2456,663947.8356,Pine Species,Northern Hardwood,Boreal Conifer-Hardwood
24603241,467808.0132,664724.559,Pine Species,Northern Hardwood,Aspen-Paper Birch
24603242,466985.8002,664740.9135,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24603243,466970.3692,663939.6095,Northern Hardwood,Aspen-Paper Birch,Aspen-Paper Birch
24603244,467790.3929,663925.6316,Northern Hardwood,Northern Hardwood,Boreal Conifer-Hardwood
24603251,467777.6807,663124.877,Northern Hardwood,Northern Hardwood,Boreal Conifer-Hardwood
24603252,466961.427,663136.4086,Pine Species,Northern Hardwood,Aspen-Paper Birch
24603253,466958.8904,662331.501,Other or No Data,Northern Hardwood,Aspen-Paper Birch
24603254,467770.1034,662322.3891,Northern Hardwood,Northern Hardwood,Aspen-Paper Birch
24603261,466149.4786,663143.888,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24603262,465341.1742,663147.8532,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24603263,465343.8075,662343.5203,Lowland Forest,Aspen-Paper Birch,Aspen-Paper Birch
24603264,466150.4719,662338.076,Pine Species,Northern Hardwood,Boreal Conifer-Hardwood
24603271,464534.3719,663151.8238,Pine Species,Aspen-Paper Birch,Other or No Data
24603272,463728.939,663154.9672,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24603273,463736.0612,662355.8699,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24603274,464539.2194,662349.7844,Lowland Forest,Aspen-Paper Birch,Boreal Conifer-Hardwood
24603281,462922.2605,663159.2754,Pine Species,Aspen-Paper Birch,Upland Shrub-Herb
24603282,462116.1482,663165.8918,Aspen-Paper Birch,Aspen-Paper Birch,Ag-Grassland
24603283,462122.4948,662360.657,Pine Species,Aspen-Paper Birch,Upland Shrub-Herb
24603284,462930.2873,662359.3114,Pine Species,Aspen-Paper Birch,Other or No Data
24603291,461312.465,663171.8158,Aspen-Paper Birch,Aspen-Paper Birch,Ag-Grassland
24603292,460510.6656,663176.7039,Aspen-Paper Birch,Aspen-Paper Birch,Ag-Grassland
24603293,460514.8644,662369.4192,Aspen-Paper Birch,Aspen-Paper Birch,Upland Shrub-Herb
24603294,461317.8682,662363.6632,Lowland Forest,Aspen-Paper Birch,Ag-Grassland
24603301,459707.9252,663173.7503,Pine Species,Aspen-Paper Birch,Boreal Conifer-Hardwood
24603302,458979.3434,663163.0732,Pine Species,Northern Hardwood,Upland Shrub-Herb
24603303,458980.2291,662366.9649,Aspen-Paper Birch,Aspen-Paper Birch,Boreal Conifer-Hardwood
24603304,459711.7842,662370.6278,Aspen-Paper Birch,Aspen-Paper Birch,Boreal Conifer-Hardwood
24603311,459731.5158,661570.5525,Aspen-Paper Birch,Aspen-Paper Birch,Upland Shrub-Herb
24603312,458992.1391,661568.2498,Aspen-Paper Birch,Ag-Grassland,Boreal Conifer-Hardwood
24603313,459012.6009,660769.3715,Pine Species,Ag-Grassland,Ag-Grassland
24603314,459768.4053,660772.9961,Aspen-Paper Birch,Aspen-Paper Birch,Boreal Conifer-Hardwood
24603321,461344.3796,661560.3812,Lowland Forest,Aspen-Paper Birch,Upland Shrub-Herb
24603322,460537.2597,661566.6474,Aspen-Paper Birch,Aspen-Paper Birch,Aspen-Paper Birch
24603323,460577.8897,660769.0841,Aspen-Paper Birch,Aspen-Paper Birch,Boreal Conifer-Hardwood
24603324,461392.3772,660762.7704,Hemlock-Yellow Birch,Aspen-Paper Birch,Aspen-Paper Birch
24603331,462951.1998,661558.3857,Pine Species,Aspen-Paper Birch,Ag-Grassland
24603332,462149.3233,661559.1209,Pine Species,Aspen-Paper Birch,Boreal Conifer-Hardwood
24603333,462194.514,660759.1333,Hemlock-Yellow Birch,Aspen-Paper Birch,Aspen-Paper Birch
24603334,462984.4109,660754.3871,Aspen-Paper Birch,Aspen-Paper Birch,Ag-Grassland
24603341,464553.3947,661542.8804,Lowland Forest,Northern Hardwood,Aspen-Paper Birch
24603342,463752.8972,661552.3107,Pine Species,Aspen-Paper Birch,Aspen-Paper Birch
24603343,463778.5649,660744.081,Pine Species,Northern Hardwood,Aspen-Paper Birch
24603344,464577.3561,660730.9567,Hemlock-Yellow Birch,Northern Hardwood,Aspen-Paper Birch
24603351,466155.4588,661532.1891,Other or No Data,Northern Hardwood,Boreal Conifer-Hardwood
24603352,465353.9372,661536.2668,Lowland Forest,Northern Hardwood,Upland Shrub-Herb
24603353,465372.432,660725.1072,Hemlock-Yellow Birch,Northern Hardwood,Aspen-Paper Birch
24603354,466165.2939,660725.1996,Lowland Forest,Aspen-Paper Birch,Boreal Conifer-Hardwood
24603361,467766.8737,661520.5531,Northern Hardwood,Aspen-Paper Birch,Boreal Conifer-Hardwood
24603362,466959.9748,661526.7932,Other or No Data,Aspen-Paper Birch,Boreal Conifer-Hardwood
24603363,466964.1136,660722.5957,Pine Species,Aspen-Paper Birch,Boreal Conifer-Hardwood
24603364,467768.5837,660719.5011,Pine Species,Aspen-Paper Birch,Boreal Conifer-Hardwood
24604011,458297.3498,669650.4699,Boreal Conifer-Hardwood,Northern Hardwood,Boreal Conifer-Hardwood
24604012,457507.7658,669654.4699,Aspen-Paper Birch,Northern Hardwood,Boreal Conifer-Hardwood
24604013,457512.7777,668791.9211,Boreal Conifer-Hardwood,Aspen-Paper Birch,Marsh-Bog
24604014,458299.3827,668794.6882,Boreal Conifer-Hardwood,Aspen-Paper Birch,Aspen-Paper Birch
24604021,456708.9188,669659.8972,Aspen-Paper Birch,Aspen-Paper Birch,Upland Shrub-Herb
24604022,455900.9969,669672.6542,Boreal Conifer-Hardwood,Aspen-Paper Birch,Upland Shrub-Herb
24604023,455904.4065,668807.7574,Boreal Conifer-Hardwood,Aspen-Paper Birch,Aspen-Paper Birch
24604024,456714.6398,668797.7032,Aspen-Paper Birch,Ag-Grassland,Ag-Grassland
24604031,455100.704,669684.3165,Lowland Forest,Ag-Grassland,Ag-Grassland
24604032,454304.5862,669693.2195,Boreal Conifer-Hardwood,Aspen-Paper Birch,Aspen-Paper Birch
