Own,Res,PolyNm,PolyPr,MxPolyPr,TotOwn,AvParcel
IND,1,3,0.332540673,0.49533,78.9457,67
IND,1,4,0.24981108,0.25544,40.9022,50
IND,1,4,0.250218942,0.26591,42.5085,40
IND,1,4,0.248971437,0.26551,81.3417,40
IND,1,4,0.251813054,0.26209,41.6337,40
VAC,1,1,0.99977853,0.99732,157.6123,158
IND,1,4,0.250344223,0.27419,43.8111,40
IND,1,2,0.498753117,0.50171,80.4755,80
VAC,1,1,0.994327953,0.99513,319.0652,319
VAC,1,1,1.004678032,1.00428,319.0652,319
RE,0,1,0.992656597,0.9938,7979.678,670
RE,0,1,0.995999217,0.99388,7979.678,670
RE,0,1,1.021010994,1.02006,7979.678,670
RE,0,1,1.003547573,1.0059,7979.678,670
RE,0,2,0.507701947,0.55613,7979.678,275
RE,0,2,0.509728217,0.71083,7979.678,302
IND,0,2,0.486642293,0.51116,138.8867,302
RE,0,1,0.973196797,0.97064,7979.678,464
RE,0,1,1.026953408,1.0267,7979.678,677
RE,0,1,0.998722305,0.99731,7979.678,677
RE,0,1,0.975951553,0.97872,7979.678,677
RE,0,1,0.968459462,0.96791,7979.678,677
IND,0,2,0.499170822,0.53234,95.9812,90
IND,0,3,0.336700337,0.53193,97.9504,62
RE,0,2,0.500221974,0.548,695.6422,80
IND,0,2,0.49431228,0.50688,81.0095,79
IND,0,1,0.99820752,0.99949,519.1225,519
IND,0,2,0.50850151,0.74633,473.279,348
IND,0,2,0.498063777,0.77655,519.1225,348
IND,0,1,0.986347207,0.98337,519.1225,519
IND,0,2,0.492576919,0.73768,473.279,171
IND,0,1,0.932001193,0.92993,174.6128,175
IND,0,2,0.546302296,0.79763,473.279,171
IND,0,4,0.256551448,0.28029,44.7952,107
IND,0,3,0.331805775,0.48455,77.3987,81
IND,0,3,0.331662266,0.50772,198.0855,92
IND,0,2,0.498928583,0.75787,198.0855,118
IND,0,2,0.495997489,0.52097,124.7926,100
IND,0,3,0.336505206,0.49868,120.4587,148
RE,0,2,0.504934016,0.76804,695.6422,162
IND,0,1,0.994771234,0.99519,160.0684,160
IND,0,3,0.335614267,0.50712,158.561,106
IND,0,1,0.995330087,0.99526,639.918,640
IND,0,1,1.010869972,1.01258,639.918,640
IND,0,1,0.985406012,0.98535,639.918,640
IND,0,1,1.007263559,1.00515,639.918,640
RE,0,1,1.003304635,1.00179,7979.678,239
RE,0,2,0.499319677,0.50782,695.6422,201
RE,0,3,0.331295553,0.50628,695.6422,125
IND,0,2,0.502405265,0.84891,174.3039,100
RE,0,1,1.010760519,1.01203,7979.678,632
RE,0,1,1.013732614,1.01075,7979.678,632
RE,0,1,0.994709665,0.99591,7979.678,632
RE,0,1,0.966616967,0.96754,7979.678,632
RE,0,1,1.016042106,1.0171,318.3366,318
RE,0,1,1.043230452,1.04234,7979.678,319
RE,0,1,0.978801063,0.98122,7979.678,319
RE,0,1,0.983672293,0.98473,318.3366,318
RE,0,1,1.00297759,1.00588,7979.678,550
IND,0,2,0.516994622,0.57148,90.6427,320
RE,0,1,0.994974748,0.9981,7979.678,550
RE,0,1,0.982970198,0.98087,7979.678,550
RE,0,1,1.021113585,1.01924,7979.678,474
IND,0,2,0.511861279,0.52228,82.6492,278
RE,0,1,0.98391054,0.98239,7979.678,474
RE,0,2,0.500101286,0.5006,7979.678,276
RE,0,2,0.513890717,0.75636,7979.678,318
RE,0,1,0.997659578,0.99811,7979.678,593
RE,0,1,0.986509328,0.98631,7979.678,593
RE,0,1,0.979192166,0.98136,7979.678,593
IND,0,1,1.008185204,1.00916,634.4252,634
IND,0,1,0.98629242,0.98819,634.4252,634
IND,0,1,1.006150092,1.00519,634.4252,634
IND,0,1,0.990380066,0.99114,634.4252,634
IND,0,1,1.000932546,0.99905,241.1079,241
IND,0,3,0.334973047,0.4988,241.1079,122
IND,0,2,0.501790338,0.729,117.6768,100
IND,0,1,0.999546789,1.00263,161.4971,161
IND,0,4,0.248383952,0.39994,64.4069,40
IND,0,1,0.999797509,0.99983,158.0058,158
IND,0,1,1.008736035,1.00926,159.0819,159
IND,0,1,1.003540441,1.00631,161.4443,161
IND,0,2,0.507429774,0.50988,472.3011,277
IND,0,1,0.985509826,0.98589,472.3011,472
IND,0,1,0.989512429,0.98809,472.3011,472
IND,0,3,0.331996993,0.49532,472.3011,185
IND,0,3,0.324799031,0.48599,77.8079,52
IND,0,3,0.343083132,0.52481,164.0564,81
IND,0,3,0.336255853,0.49767,164.0564,82
IND,0,2,0.498774884,0.51469,82.5531,80
IND,0,1,0.988728495,0.9892,552.0418,552
IND,0,1,1.009331556,1.00939,552.0418,552
IND,0,1,1.006341852,1.00476,552.0418,552
IND,0,2,0.502426274,0.50374,552.0418,315
IND,0,1,0.995379935,0.99849,318.1929,318
RE,0,2,0.50055687,0.75326,7979.678,80
IND,0,2,0.500829499,0.75784,121.0551,80
IND,0,1,0.996003458,0.99409,318.1929,318
RE,0,1,1.012012969,1.01338,7979.678,641
RE,0,1,1.000356377,0.99765,7979.678,641
RE,0,1,0.973205652,0.97085,7979.678,641
RE,0,1,1.022571393,1.02049,7979.678,641
RE,0,1,0.988432833,0.98996,7979.678,635
RE,0,1,1.018209076,1.01788,7979.678,635
RE,0,1,0.98761728,0.98972,7979.678,635
RE,0,1,0.97045436,0.97168,7979.678,635
RE,0,1,0.994523744,0.99366,7979.678,549
RE,0,1,1.008518493,1.0115,7979.678,549
RE,0,3,0.332162248,0.51221,7979.678,209
RE,0,1,0.988789439,0.98815,7979.678,549
RE,0,1,1.035575426,1.03264,7979.678,634
RE,0,1,0.979649175,0.9767,7979.678,634
RE,0,2,0.493378976,0.86941,7979.678,326
RE,0,1,1.019380511,1.01819,7979.678,634
IND,0,1,1.003468781,1.00072,161.557,162
IND,0,2,0.493958273,0.50186,81.2802,137
IND,0,2,0.507576508,0.53637,248.611,139
IND,0,2,0.497221773,0.7684,123.632,158
IND,0,2,0.496967867,0.50042,79.5497,79
IND,0,2,0.501504514,0.50642,79.7748,79
IND,0,2,0.499336325,0.50535,79.9519,79
IND,0,2,0.501422787,0.50916,81.236,80
IND,0,2,0.492368291,0.73608,118.1048,79
IND,0,3,0.328720904,0.49632,160.1206,53
IND,0,4,0.248365445,0.3059,187.2797,40
IND,0,4,0.255780004,0.26936,43.177,41
IND,0,2,0.498821534,0.50395,80.8233,80
IND,0,1,0.998920421,1.00147,161.4105,161
IND,0,2,0.496749663,0.79192,129.1313,81
IND,0,3,0.336306113,0.60026,96.383,54
IND,0,4,0.247250135,0.26091,41.1554,39
IND,0,3,0.418304513,0.53179,86.4493,68
IND,0,2,0.372654381,0.50303,83.6921,62
IND,0,3,0.335789454,0.77746,122.712,66
IND,0,2,0.498883748,0.51645,82.8179,80
IND,0,2,0.509081767,0.51086,187.2797,100
IND,0,4,0.24635365,0.25391,59.2281,60
IND,0,1,0.996677741,0.99382,158.5446,159
IND,0,4,0.245087257,0.25338,40.3211,39
IND,0,3,0.333681705,0.4949,78.6082,107
RR,0,1,0.999750062,0.99978,10434.76,201
RR,0,2,0.504000896,0.51275,10434.76,81
IND,0,1,0.991005683,0.99113,418.4447,236
IND,0,1,1.015801354,1.01554,248.611,162
IND,0,2,0.500901623,0.50222,80.2117,80
IND,0,2,0.500146918,0.50762,81.1957,159
IND,0,2,0.497075844,0.76755,125.0754,81
IND,0,1,1.002213478,1.00368,418.4447,163
IND,0,1,1.001698532,1.00007,160.7386,161
RE,0,1,0.995130082,0.99623,7979.678,160
IND,0,3,0.331647459,0.49037,76.8866,52
RE,0,1,1.000841472,0.9981,7979.678,313
RE,0,1,0.993777812,0.99178,7979.678,313
IND,0,1,1.007891984,1.0073,158.9067,159
RR,0,3,0.333840276,0.51832,10434.76,158
IND,0,3,0.333785445,0.5096,96.1844,63
RR,0,2,0.502563072,0.75672,10434.76,193
RR,0,2,0.514513032,0.81127,10434.76,215
IND,0,4,0.250604322,0.25315,48.4881,48
IND,0,4,0.249633351,0.2679,42.9275,40
IND,0,3,0.33680744,0.50118,80.3544,54
LBR,0,1,1.030689947,1.03245,29343.98,709
LBR,0,1,0.976880495,0.97838,29343.98,709
LBR,0,1,0.964990883,0.96715,29343.98,709
LBR,0,1,1.010494075,1.01168,29343.98,709
IND,0,2,0.459662097,0.46105,178.0452,134
IND,0,3,0.303806698,0.45822,90.4967,60
IND,0,1,1.094920196,1.09804,906.1516,265
IND,0,2,0.558424365,0.56068,906.1516,221
LBR,0,3,0.34166047,0.56944,29343.98,209
LBR,0,3,0.336725346,0.55826,29343.98,210
LBR,0,1,0.970096008,0.96978,29343.98,538
LBR,0,1,0.98268718,0.9854,29343.98,538
IND,0,1,1.003067634,1.00488,206.3721,206
IND,0,3,0.331705764,0.50567,114.3354,75
IND,0,2,0.496095437,0.72322,123.9165,142
IND,0,2,0.500434753,0.71155,160.4503,103
LBR,0,1,1.023771474,1.02322,29343.98,659
LBR,0,1,0.995183078,0.99636,29343.98,659
LBR,0,1,0.983851868,0.98496,29343.98,659
LBR,0,1,0.991543815,0.98847,29343.98,659
IND,0,1,1.01467521,1.01183,906.1516,641
IND,0,1,0.999637631,1.00091,906.1516,641
IND,0,1,0.994684654,0.99454,906.1516,641
IND,0,1,0.997381873,0.99467,906.1516,641
LBR,0,1,1.013790064,1.01633,29343.98,635
LBR,0,1,0.995789951,0.9967,29343.98,635
LBR,0,1,0.974346402,0.97335,29343.98,635
LBR,0,1,1.007404423,1.00819,29343.98,635
IND,0,1,1.018009979,1.0176,398.105,398
IND,0,1,0.987700922,0.9897,398.105,398
IND,0,3,0.333343816,0.49941,200.0917,212
IND,0,2,0.502695706,0.75835,200.0917,299
RR,0,2,0.509275649,0.77722,10434.76,160
IND,0,1,1.022329165,1.02178,29343.98,322
IND,0,1,0.985240106,0.98656,29343.98,322
RR,0,1,0.969190912,0.96863,10434.76,281
IND,0,1,1.054362425,1.0532,167.814,168
IND,0,2,0.506880433,0.51202,81.8224,81
IND,0,1,0.986957174,0.98594,157.8374,158
IND,0,1,1.027317886,1.02693,163.9386,164
IND,0,2,0.497675415,0.75091,119.1984,79
IND,0,2,0.498979933,0.50843,80.4974,79
IND,0,1,1.001379258,1.00207,159.1092,159
IND,0,2,0.502534659,0.75978,120.952,80
IND,0,2,0.493753086,0.75744,121.1897,99
IND,0,3,0.337884343,0.51357,82.0778,66
IND,0,1,1.000856984,1.00068,159.9717,160
IND,0,2,0.499946881,0.74559,119.3072,80
LBR,0,1,1.022142235,1.02099,29343.98,638
LBR,0,1,0.984585283,0.9875,29343.98,638
LBR,0,1,0.989881903,0.99001,29343.98,638
LBR,0,1,1.002393214,1.00162,29343.98,638
IND,0,1,1.013299557,1.0121,632.5535,633
IND,0,1,1.008320227,1.00778,632.5535,633
IND,0,1,0.988621408,0.98865,632.5535,633
IND,0,1,0.988970148,0.98784,632.5535,633
LBR,0,1,1.017224164,1.01994,29343.98,640
LBR,0,1,1.01592876,1.01558,29343.98,640
LBR,0,1,0.987228512,0.98413,29343.98,640
LBR,0,1,0.976198174,0.97834,29343.98,640
LBR,0,2,0.500411731,0.76474,29343.98,181
LBR,0,2,0.498930862,0.75487,29343.98,208
IND,0,2,0.501247221,0.75206,168.7891,105
LBR,0,2,0.499547878,0.51027,316.4855,98
LBR,0,1,1.005081946,1.00367,29343.98,658
LBR,0,1,1.007167973,1.00611,29343.98,658
LBR,0,1,1.004217714,1.0014,29343.98,658
LBR,0,1,0.99138499,0.99048,29343.98,658
IND,0,2,0.509256672,0.77773,125.2295,82
IND,0,3,0.3354579,0.4585,153.8185,81
IND,0,2,0.498728243,0.49879,153.8185,117
IND,0,2,0.49237136,0.49758,79.8365,79
LBR,0,1,1.017779732,1.01498,29343.98,632
LBR,0,1,1.018085241,1.0199,29343.98,632
LBR,0,1,0.974879555,0.97401,29343.98,632
LBR,0,1,0.961490435,0.96242,29343.98,632
IND,0,2,0.505460218,0.53402,85.578,120
IND,0,2,0.503790871,0.75145,120.82,81
IND,0,3,0.330687831,0.48732,78.1038,53
IND,0,3,0.331733086,0.49261,154.8806,78
LBR,0,2,0.508174712,0.74958,29343.98,318
LBR,0,1,1.02715703,1.02623,29343.98,594
LBR,0,1,0.976045943,0.97407,29343.98,594
LBR,0,1,0.984264389,0.98409,29343.98,594
IND,0,2,0.500830491,0.74896,118.1403,79
IND,0,1,1.00300266,1.00512,235.9777,236
IND,0,2,0.501129126,0.50421,79.4862,158
IND,0,1,0.994860941,0.99581,157.1504,157
LBR,0,1,0.997384219,1.00025,29343.98,198
RR,0,2,0.499266702,0.75411,10434.76,281
RR,0,1,1.005948759,1.00454,10434.76,363
RR,0,3,0.33709759,0.50346,10434.76,148
IND,0,3,0.329395094,0.49537,79.7066,53
IND,0,1,0.999306731,0.99687,159.6114,160
IND,0,2,0.500178188,0.5109,81.7158,100
IND,0,3,0.329805042,0.49896,80.1842,79
RR,0,2,0.494996773,0.72539,10434.76,158
LBR,0,1,0.999132828,0.99783,29343.98,319
LBR,0,1,1.006529862,1.0088,29343.98,319
RR,0,1,0.997571948,0.99494,10434.76,274
IND,0,3,0.344942207,0.49162,78.3873,69
IND,0,4,0.251324164,0.26258,83.9143,69
IND,0,3,0.327354909,0.46913,114.6007,65
IND,0,1,1.023792176,1.0208,162.5232,163
LBR,0,1,1.017350794,1.0178,29343.98,645
LBR,0,1,1.015209573,1.01432,29343.98,645
LBR,0,1,0.99561308,0.99683,29343.98,645
LBR,0,1,0.978900638,0.97983,29343.98,645
IND,0,3,0.334028701,0.49875,201.1823,92
IND,0,3,0.333790308,0.49403,29343.98,82
IND,0,3,0.334384255,0.50277,84.2,56
IND,0,2,0.49735583,0.5262,83.5825,99
LBR,0,1,1.001960357,0.99989,29343.98,663
LBR,0,1,0.994784738,0.99605,29343.98,663
LBR,0,1,0.990722178,0.99013,29343.98,663
LBR,0,1,1.013379091,1.0139,29343.98,663
IND,0,2,0.497005694,0.75907,165.4713,102
IND,0,2,0.498256104,0.74369,120.9004,143
IND,0,3,0.334900336,0.49991,80.6068,54
IND,0,2,0.494923936,0.50168,158.0782,80
LBR,0,1,1.001261082,1.00055,29343.98,638
LBR,0,1,0.998234373,1.00041,29343.98,638
LBR,0,1,0.988898218,0.9903,29343.98,638
LBR,0,1,1.011550644,1.01254,29343.98,638
IND,0,2,0.504960115,0.7526,117.7443,79
IND,0,3,0.333476557,0.45857,71.5073,65
IND,0,2,0.498055667,0.73822,152.5062,117
IND,0,4,0.254655419,0.26622,41.8181,68
IND,0,1,0.997162911,0.99848,155.2049,155
IND,0,1,1.01311958,1.01012,315.7293,316
IND,0,1,0.997427019,0.99869,315.7293,316
IND,0,1,1.000872556,0.99922,155.7437,156
IND,0,3,0.331326261,0.50741,79.6363,91
RE,0,2,0.499033517,0.73413,816.5568,99
IND,0,3,0.336435309,0.48886,77.0131,66
IND,0,3,0.333126197,0.50007,78.0598,66
LBR,0,1,0.998255476,1.00022,29343.98,528
LBR,0,1,0.995594494,0.99504,29343.98,528
LBR,0,1,1.008252735,1.00912,29343.98,528
IND,0,2,0.501190327,0.77676,123.9875,80
IND,0,3,0.325785959,0.4763,76.0252,52
IND,0,1,0.998379987,1.00079,237.9377,238
IND,0,2,0.496608603,0.76329,121.424,79
IND,0,2,0.497571975,0.50022,79.4214,159
LBR,0,1,1.032910006,1.03357,29343.98,647
LBR,0,1,1.013120536,1.01225,29343.98,647
LBR,0,1,0.989519803,0.98846,29343.98,647
LBR,0,1,0.996996625,0.99458,29343.98,647
LBR,0,2,0.514703147,0.57513,29343.98,216
LBR,0,2,0.494266509,0.51611,29343.98,216
RE,0,3,0.32759324,0.50063,80.9962,135
IND,0,3,0.334997984,0.43534,29343.98,125
LBR,0,1,1.009858746,1.00922,29343.98,636
LBR,0,1,0.994267231,0.99121,29343.98,636
LBR,0,1,1.023483612,1.02217,29343.98,636
LBR,0,1,0.9823492,0.97989,29343.98,636
IND,0,2,0.49668463,0.49967,80.4813,80
IND,0,2,0.503787737,0.50959,81.9334,121
IND,0,2,0.4989522,0.50017,80.1968,120
IND,0,2,0.504270737,0.50992,81.9077,81
LBR,0,1,1.019284613,1.01746,29343.98,636
LBR,0,1,1.005802222,1.00483,29343.98,636
LBR,0,1,0.979585685,0.97981,29343.98,636
LBR,0,1,0.999289813,0.99816,29343.98,636
LBR,0,2,0.499821938,0.74501,29343.98,301
LBR,0,2,0.485587997,0.71539,29343.98,282
LBR,0,1,1.006586305,1.00786,29343.98,523
LBR,0,2,0.511355841,0.7895,29343.98,301
LBR,0,1,0.976696154,0.97797,29343.98,642
LBR,0,1,0.991290361,0.99374,29343.98,642
LBR,0,1,1.005715714,1.00624,29343.98,642
LBR,0,1,1.022271812,1.0221,29343.98,642
IND,0,2,0.501268837,0.50611,80.7733,80
LBR,0,1,0.999145385,0.99817,29343.98,481
LBR,0,1,0.981029345,0.97886,29343.98,481
LBR,0,1,1.024113796,1.02324,29343.98,481
IND,0,3,0.330500772,0.50633,79.6648,52
IND,0,3,0.335288126,0.50558,159.3427,106
IND,0,2,0.499222729,0.5019,159.3427,138
IND,0,1,0.990444748,0.99246,156.3176,156
LBR,0,1,1.031043791,1.03276,29343.98,597
LBR,0,1,0.996386522,0.99782,29343.98,597
LBR,0,1,0.984668211,0.98281,29343.98,597
LBR,0,2,0.494102048,0.73911,29343.98,318
IND,0,2,0.501495082,0.76144,121.4679,80
IND,0,1,0.992484582,0.99224,158.9624,159
IND,0,1,1.000262569,0.99964,159.9012,160
IND,0,2,0.502316937,0.50094,79.7813,80
LBR,0,1,1.006382088,1.00814,29343.98,639
LBR,0,1,1.011633789,1.01276,29343.98,639
LBR,0,1,0.989082532,0.98991,29343.98,639
LBR,0,1,0.989987343,0.98837,29343.98,639
IND,0,1,0.997034139,0.99431,237.0158,237
IND,0,3,0.33382252,0.5004,237.0158,106
IND,0,1,0.997471817,0.99997,159.3992,159
IND,0,2,0.496480644,0.50162,79.8185,79
LBR,0,1,0.993017254,0.9952,29343.98,628
LBR,0,1,1.014867813,1.01421,29343.98,628
LBR,0,1,0.96969236,0.97111,29343.98,628
LBR,0,1,0.992113644,0.99526,29343.98,628
IND,0,3,0.325300744,0.49845,78.1475,51
IND,0,2,0.511231108,0.52822,82.6591,119
IND,0,2,0.499756529,0.50853,118.856,137
IND,0,4,0.249432381,0.25571,78.0926,58
LBR,0,1,1.009571515,1.00929,29343.98,617
LBR,0,1,1.022907925,1.02572,29343.98,617
LBR,0,1,1.00713441,1.00607,29343.98,617
LBR,0,1,0.961563282,0.96094,29343.98,617
IND,0,1,1.006698416,1.00916,156.3817,156
IND,0,1,0.994663249,0.99391,155.883,156
IND,0,2,0.491931053,0.75735,159.7251,117
IND,0,4,0.25215789,0.26625,159.7251,78
LBR,0,1,0.98483605,0.98785,29343.98,598
LBR,0,1,1.006715606,1.00581,29343.98,598
LBR,0,2,0.500043754,0.75608,29343.98,318
LBR,0,1,1.003458461,1.00574,29343.98,598
LBR,0,2,0.51891216,0.54079,29343.98,161
LBR,0,2,0.483316293,0.48567,29343.98,161
RE,0,3,0.331419853,0.49057,816.5568,53
IND,0,2,0.51019407,0.79226,204.7098,119
IND,0,2,0.489169781,0.54517,204.7098,136
LBR,0,1,1.020558804,1.01831,29343.98,479
LBR,0,1,1.02338133,1.0225,29343.98,479
IND,0,4,0.248520323,0.29024,44.3804,155
LBR,0,2,0.495907156,0.77493,29343.98,274
LBR,0,1,1.014656144,1.01181,29343.98,636
LBR,0,1,1.015785688,1.01595,29343.98,636
LBR,0,1,0.990400731,0.9899,29343.98,636
LBR,0,1,0.989506192,0.9904,29343.98,636
LBR,0,1,0.999515763,0.99986,29343.98,161
LBR,0,1,0.992633288,0.99199,29343.98,159
IND,0,3,0.336201422,0.49955,80.2367,81
LBR,0,1,0.994190201,0.9926,29343.98,199
IND,0,3,0.328193696,0.5029,200.3517,120
LBR,0,1,1.006061055,1.00685,29343.98,485
LBR,0,1,0.996113926,0.99599,29343.98,485
LBR,0,1,0.981766315,0.98446,29343.98,485
LBR,0,1,1.000484707,0.99998,29343.98,646
LBR,0,1,1.010873049,1.00985,29343.98,646
LBR,0,1,0.983925123,0.98491,29343.98,646
LBR,0,1,0.998214374,1.00001,29343.98,646
LBR,0,1,1.016455422,1.01616,29343.98,485
LBR,0,1,1.04457474,1.04282,29343.98,485
RE,0,2,0.499155749,0.51606,241.7585,327
RE,0,2,0.493415981,0.52917,241.7585,327
LBR,0,1,0.981263991,0.97888,29343.98,655
LBR,0,1,1.046851182,1.04517,29343.98,655
LBR,0,1,1.020282729,1.02233,29343.98,655
LBR,0,1,0.972972307,0.9753,29343.98,655
LBR,0,1,0.997807288,0.99816,29343.98,644
LBR,0,1,0.998385327,1.00119,29343.98,644
LBR,0,1,1.015637096,1.01568,29343.98,644
LBR,0,1,0.965543706,0.96329,29343.98,644
LBR,0,1,1.007391737,1.00491,29343.98,626
LBR,0,1,1.030337722,1.03312,29343.98,626
LBR,0,1,0.972960598,0.97572,29343.98,626
LBR,0,1,0.950660111,0.94924,29343.98,626
LBR,0,1,0.983051691,0.98459,29343.98,479
RE,0,3,0.348133136,0.55646,816.5568,203
LBR,0,2,0.484914798,0.76025,29343.98,256
LBR,0,1,0.983167916,0.98196,29343.98,479
LBR,0,1,1.050191707,1.0474,29343.98,642
LBR,0,1,0.992395767,0.99058,29343.98,642
LBR,0,1,0.964630225,0.9619,29343.98,642
LBR,0,1,0.984922631,0.98284,29343.98,642
LBR,0,2,0.503095263,0.74805,29343.98,283
LBR,0,1,0.998249982,1.00006,29343.98,526
IND,0,2,0.492565342,0.50753,82.4316,304
LBR,0,1,0.999270471,1.00018,29343.98,526
LBR,0,2,0.4978685,0.74152,29343.98,80
IND,0,4,0.247905201,0.28566,29343.98,59
IND,0,3,0.333473854,0.48775,77.5198,66
IND,0,2,0.501554199,0.75211,159.8061,100
LBR,0,2,0.498339905,0.76353,29343.98,223
LBR,0,2,0.48878577,0.49933,29343.98,181
LBR,0,2,0.504292637,0.50527,29343.98,183
LBR,0,1,1.043270271,1.04276,29343.98,598
LBR,0,1,1.008723236,1.0114,29343.98,598
LBR,0,2,0.696227596,0.73477,29343.98,350
LBR,0,1,1.028013364,1.02633,29343.98,598
LBR,0,1,1.0220016,1.02338,29343.98,601
LBR,0,2,0.498362972,0.94952,29343.98,305
LBR,0,1,0.992825431,0.99371,29343.98,601
LBR,0,1,0.817363312,0.81836,29343.98,601
LBR,0,1,0.95495279,0.9577,29343.98,151
LBR,0,2,0.506704085,0.51389,29343.98,197
LBR,0,1,0.807102502,0.80609,29343.98,317
LBR,0,2,0.504965494,0.73705,29343.98,198
IND,0,2,0.497789041,0.74779,115.6718,98
IND,0,2,0.511614268,0.51445,159.5033,159
LBR,0,2,0.507102566,0.77451,29343.98,102
IND,0,2,0.493514711,0.72675,114.8637,140
LBR,0,2,0.492452223,0.49323,29343.98,159
IND,0,3,0.335505837,0.50624,81.4812,132
LBR,0,3,0.335768693,0.50675,29343.98,69
RE,0,2,0.484596746,0.73368,816.5568,173
LBR,0,1,0.962258099,0.96257,29343.98,229
IND,1,2,0.498415485,0.52359,70.3853,67
IND,1,3,0.334808973,0.48097,64.6455,45
IND,1,4,0.249684773,0.27058,43.3487,50
IND,1,4,0.249706595,0.27295,43.7237,49
IND,1,2,0.501573779,0.52176,71.7776,69
IND,1,4,0.249183233,0.27083,39.1282,36
IND,1,4,0.24841239,0.28174,44.2336,39
IND,1,2,0.494176227,0.51725,82.6901,79
IND,1,3,0.334201416,0.49824,79.0149,77
IND,1,4,0.251876154,0.27807,43.0569,59
IND,1,3,0.337596572,0.51172,78.8217,65
IND,1,4,0.252322948,0.26474,80.0756,48
IND,1,4,0.252167061,0.26111,41.4197,50
IND,1,3,0.333933994,0.5151,81.7548,67
IND,1,4,0.253158148,0.2763,43.6572,59
IND,1,3,0.335604468,0.48974,77.3429,78
IND,1,3,0.334691042,0.49843,78.9304,53
IND,1,3,0.330708862,0.48207,75.8007,52
IND,1,2,0.501083593,0.51115,81.6078,80
IND,1,2,0.378357927,0.53321,84.5574,60
IND,1,2,0.49448773,0.49797,78.5498,78
IND,1,2,0.503255629,0.51006,82.0955,81
IND,1,2,0.498094787,0.50189,80.6098,80
IND,1,2,0.499796957,0.50553,80.918,80
IND,1,2,0.498607017,0.49884,80.0388,80
IND,1,3,0.332407193,0.49869,79.5127,53
IND,1,2,0.498763068,0.51206,77.0003,75
IND,1,2,0.503240871,0.50935,75.9107,75
IND,1,2,0.501061624,0.51015,81.4525,80
IND,1,2,0.500431622,0.53954,86.2521,80
IND,1,2,0.501219634,0.49997,74.8132,75
IND,1,2,0.498160129,0.50123,75.4629,75
IND,1,2,0.505886394,0.54318,86.9726,81
IND,1,2,0.500171934,0.50065,80.0776,80
IND,1,3,0.337274448,0.50183,80.3468,54
IND,1,3,0.329589692,0.48612,78.1714,53
IND,1,2,0.497921179,0.49971,80.2878,80
IND,1,4,0.25261137,0.2567,40.6482,40
IND,1,2,0.49940577,0.50025,79.1343,79
IND,1,3,0.336337099,0.49659,78.253,53
IND,1,3,0.335281763,0.50171,79.3092,53
IND,1,2,0.498392684,0.51335,82.4017,80
IND,1,3,0.329821461,0.49613,79.7246,67
IND,1,3,0.331359763,0.53286,85.2303,67
IND,1,4,0.252785379,0.28831,45.6219,40
IND,1,3,0.332076039,0.49866,79.5882,53
IND,1,3,0.332711853,0.4994,79.5542,53
IND,1,3,0.335583218,0.53963,85.2263,53
IND,1,3,0.334691042,0.5129,81.2207,53
IND,1,3,0.335483381,0.54335,85.8392,67
IND,1,3,0.330448266,0.47654,74.9906,64
IND,1,3,0.335010493,0.47669,75.4148,53
IND,1,2,0.506237344,0.54621,87.397,81
IND,1,2,0.500569398,0.55384,88.5144,80
IND,1,2,0.498600802,0.50476,80.9894,80
IND,1,2,0.498057575,0.52055,83.6143,80
IND,1,2,0.498356685,0.54345,86.1492,79
IND,1,2,0.498521054,0.51329,77.2232,75
IND,1,2,0.503241271,0.54394,82.1477,76
IND,1,2,0.498709038,0.54731,86.6999,79
IND,1,2,0.495661394,0.53662,85.5281,79
IND,1,3,0.33269838,0.488,74.8073,64
IND,1,3,0.332043472,0.50538,79.146,65
IND,1,2,0.501589411,0.552,88.041,80
IND,1,2,0.502999595,0.54579,88.9768,82
IND,1,2,0.49997531,0.50968,82.5737,81
IND,1,2,0.497249779,0.54632,88.9944,81
IND,1,2,0.501461577,0.54145,88.5393,82
IND,1,3,0.334940627,0.53623,84.8515,53
IND,1,3,0.33512912,0.48781,77.1468,68
IND,1,4,0.247515327,0.28116,81.9931,49
IND,1,2,0.501323112,0.53636,84.5228,79
IND,1,3,0.332252989,0.53283,84.9964,53
IND,1,2,0.497114846,0.5047,80.2069,79
IND,1,2,0.497778898,0.53292,84.5783,79
IND,1,2,0.502301167,0.52287,83.2761,80
IND,1,2,0.498783373,0.50915,75.5386,74
IND,1,3,0.336604438,0.49767,76.8831,52
IND,1,2,0.501888355,0.50271,80.1314,80
IND,1,2,0.501730972,0.511,81.4789,80
IND,1,3,0.333178269,0.49754,79.1458,53
IND,1,4,0.252453533,0.26029,79.0017,49
IND,1,4,0.251317848,0.26974,42.9334,50
IND,1,3,0.332897844,0.51083,81.3294,53
IND,1,2,0.501098562,0.52113,81.1196,78
IND,1,2,0.503788356,0.53537,80.7653,76
IND,1,4,0.250900104,0.26749,42.6455,40
IND,1,3,0.332523983,0.49817,79.4032,53
IND,1,2,0.502881374,0.50885,74.879,74
IND,1,3,0.330471542,0.50119,72.7968,48
IND,1,2,0.50087975,0.50569,78.7499,78
IND,1,3,0.333188098,0.54758,85.4611,52
IND,1,3,0.33228571,0.49536,71.5575,83
IND,1,3,0.336778295,0.49091,105.2184,72
IND,1,3,0.335101927,0.46871,75.5308,54
