Own,Res,PolyNm,PolyPr,MxPolyPr,TotOwn,AvParcel
IND,0,2,0.500831509,0.74559,350.7137,195
IND,0,2,0.498883907,0.49979,78.1427,78
RR,0,1,0.992575023,0.99112,10434.76,232
IND,0,2,0.502878658,0.50226,77.9045,155
RR,0,2,0.501159735,0.50086,10434.76,78
IND,0,2,0.501127537,0.50444,78.516,78
IND,0,2,0.50589563,0.50804,78.3316,117
IND,0,3,0.340855741,0.50762,78.9304,79
IND,0,2,0.496783644,0.5013,118.6308,98
IND,0,2,0.499785349,0.50378,156.0951,117
IND,0,2,0.506056868,0.73477,116.1571,80
IND,0,4,0.253762022,0.25902,40.8292,40
IND,0,3,0.334865989,0.4894,75.9976,52
IND,0,3,0.329542517,0.49556,76.6938,130
RR,0,2,0.498852001,0.75045,10434.76,157
IND,0,2,0.501281758,0.75629,156.8972,157
IND,0,2,0.501224511,0.50207,315.5053,236
IND,0,2,0.503572817,0.51276,315.5053,236
IND,0,1,0.99463154,0.99417,315.5053,316
IND,0,4,0.25326875,0.25714,40.6118,49
IND,0,4,0.252507717,0.25155,39.8498,79
IND,0,2,0.499449973,0.74415,474.5598,98
IND,0,4,0.247600183,0.2555,40.2455,39
IND,0,2,0.500215718,0.75532,474.5598,120
IND,0,1,1.004188523,1.00165,151.6163,152
IND,0,2,0.496432306,0.50323,76.0279,75
IND,0,3,0.331533876,0.49651,474.5598,93
IND,0,2,0.499126529,0.75041,155.1301,97
IND,0,2,0.501901434,0.75639,474.5598,136
IND,0,3,0.337784009,0.51128,80.2238,53
IND,0,2,0.505390836,0.74382,114.7985,78
IND,0,2,0.499172259,0.49876,78.9358,79
IND,0,3,0.334868675,0.50738,80.305,53
IND,0,2,0.505296014,0.76354,119.3754,79
IND,0,1,0.993557498,0.99591,159.3769,159
IND,0,1,0.998135558,0.9978,158.9474,159
IND,0,2,0.496252976,0.74085,117.9392,79
IND,0,2,0.496445207,0.5156,84.1266,81
RR,0,1,1.005214933,1.00331,10434.76,165
IND,0,3,0.329751691,0.49978,80.3282,53
IND,0,2,0.503562237,0.50686,81.5311,81
IND,0,3,0.336491951,0.49591,82.5319,56
RE,0,2,0.500167703,0.7412,1109.086,85
IND,0,1,1.00162375,0.99979,160.7063,161
IND,0,1,0.994091369,0.99687,160.4483,160
RR,0,1,1.007330806,1.01006,10434.76,495
IND,0,2,0.498189718,0.50043,86.3877,291
RR,0,2,0.495496626,0.7319,10434.76,289
RR,0,2,0.501690068,0.74564,10434.76,289
IND,0,4,0.252748641,0.26462,695.6422,87
IND,0,3,0.331861368,0.48099,89.8623,89
IND,0,2,0.50447499,0.51648,87.0231,85
IND,0,2,0.500738589,0.51776,82.7207,103
RR,0,1,0.99766173,0.99823,10434.76,408
RR,0,1,0.998092403,0.99607,10434.76,408
IND,0,1,0.99499541,0.99788,168.4879,168
IND,0,2,0.499167015,0.50518,80.9647,245
IND,0,1,1.000648219,0.99798,158.5774,159
IND,0,2,0.496820975,0.50139,79.7281,79
IND,0,1,1.002477823,1.00002,158.6094,159
IND,0,1,1.003072303,0.99997,158.5096,159
IND,0,2,0.502017366,0.50563,81.5834,283
RR,0,2,0.497524814,0.501,10434.76,282
RR,0,1,0.993612491,0.99608,10434.76,484
RR,0,1,0.99727289,0.99664,10434.76,484
IND,0,3,0.335199064,0.49428,78.1547,53
IND,0,2,0.499996875,0.50332,80.5329,80
IND,0,2,0.499563672,0.85681,135.4949,79
IND,0,1,1.004890038,1.00227,156.5914,157
RR,0,1,1.012164958,1.00928,10434.76,427
RR,0,1,1.002874481,1.00433,10434.76,427
IND,0,2,0.49233681,0.51288,80.2135,254
IND,0,3,0.330406273,0.51913,81.7029,183
IND,0,3,0.330988829,0.52069,81.8037,52
IND,0,3,0.335088862,0.51083,80.7968,53
IND,0,3,0.332908299,0.5118,81.481,53
IND,0,3,0.335264796,0.49052,77.5446,53
RR,0,3,0.33850918,0.52719,10434.76,199
RR,0,3,0.339279095,0.52334,10434.76,199
RR,0,1,0.984798748,0.98786,10434.76,479
RR,0,1,0.98260289,0.9797,10434.76,479
IND,0,3,0.330952143,0.50156,80.3224,107
LBR,0,3,0.337337656,0.61692,178.0918,139
RR,0,2,0.498345238,0.97949,10434.76,209
RR,0,2,0.499756529,0.7395,10434.76,228
RR,0,2,0.50072541,0.94131,10434.76,213
IND,0,1,1.004241517,1.00252,160.7234,161
LBR,0,1,1.003021447,1.00488,162.3001,162
IND,0,1,0.998751561,0.99573,159.5161,160
RR,0,2,0.507394344,0.7714,10434.76,82
IND,0,4,0.247678019,0.25908,10434.76,40
IND,0,2,0.498544872,0.744,119.3882,80
IND,0,1,0.987006422,0.98794,164.1559,164
IND,0,2,0.50684543,0.76174,126.2445,84
IND,0,1,1.003077767,1.00169,160.7769,161
IND,0,2,0.502141315,0.7531,296.8448,170
IND,0,1,0.974498662,0.97663,296.8448,297
RR,0,1,1.01098179,1.0123,10434.76,242
RR,0,2,0.505542004,0.51864,10434.76,160
IND,0,3,0.330198414,0.47636,157.2596,82
IND,0,4,0.251326946,0.26027,43.4958,42
IND,0,3,0.33496058,0.50124,80.8068,106
IND,0,3,0.334979281,0.53456,86.1746,108
IND,0,1,0.997907418,0.99998,1342.637,408
RR,0,2,0.496984757,0.75763,10434.76,82
IND,0,3,0.332159286,0.51589,1342.637,162
IND,0,1,1.002079315,1.0019,1342.637,408
IND,0,2,0.499327126,0.50614,83.1201,122
IND,0,2,0.4989897,0.49881,80.9712,81
IND,0,2,0.503056066,0.76361,201.6259,120
IND,0,2,0.495773375,0.50323,201.6259,181
LBR,0,1,1.000662939,0.9994,29343.98,595
LBR,0,1,0.997985081,1.0001,29343.98,595
LBR,0,2,0.497233744,0.73661,29343.98,318
LBR,0,1,1.006776867,1.00573,29343.98,595
IND,0,2,0.504354044,0.51157,80.131,79
IND,0,3,0.334930852,0.50514,82.9512,55
IND,0,3,0.326974106,0.47853,76.1041,52
IND,0,1,1.008591943,1.01094,1420.329,355
IND,0,2,0.498957873,0.75177,1420.329,196
IND,0,3,0.330603733,0.49261,117.444,65
IND,0,3,0.336330696,0.47774,1420.329,172
LBR,0,1,0.993923937,0.99406,1550.861,358
IND,0,1,1.00682263,1.00782,1342.637,200
IND,0,4,0.251366807,0.25972,10434.76,160
LBR,0,1,1.002682175,1.00194,1550.861,358
IND,0,1,0.999881264,0.99834,159.7537,160
IND,0,2,0.500040628,0.50392,80.6218,80
IND,0,2,0.501297106,0.74749,119.29,80
IND,0,1,1.002443456,1.00029,159.6559,160
RR,0,1,0.998176172,0.9997,10434.76,610
RR,0,2,0.492486503,0.74463,10434.76,325
RR,0,1,1.002978168,1.00476,10434.76,610
RR,0,1,1.003929491,1.00509,10434.76,610
IND,0,1,1.00651421,1.00389,160.5799,161
IND,0,2,0.49675537,0.75301,119.7529,79
IND,0,1,1.002186018,0.99999,159.6498,160
RR,0,1,1.002130315,1.00157,10434.76,318
RR,0,1,0.998938235,1,10434.76,318
IND,0,1,0.999720575,0.99996,161.0388,161
IND,0,1,0.997546408,0.99974,161.355,161
IND,0,1,1.015056674,1.01393,161.8204,162
LBR,0,1,1.008140263,1.00846,1550.861,640
LBR,0,1,1.00651421,1.00816,1550.861,640
LBR,0,1,0.990546472,0.99192,1550.861,640
LBR,0,1,0.979790275,0.97814,1550.861,640
IND,0,1,1.006703016,1.00677,634.205,634
IND,0,1,1.006023645,1.00321,634.205,634
IND,0,1,0.990394444,0.99268,634.205,634
IND,0,1,0.989678164,0.99148,634.205,634
LBR,0,1,1.002595326,1.00278,1550.861,239
IND,0,3,0.334532073,0.48606,1342.637,65
LBR,0,3,0.331967161,0.50174,316.4855,91
LBR,0,2,0.503816409,0.50964,1550.861,198
IND,0,1,1.007434612,1.00488,277.2744,199
IND,0,2,0.494510346,0.72776,123.6211,84
IND,0,1,1.0155821,1.01363,171.6692,172
IND,0,2,0.503508627,0.74143,116.3303,158
IND,0,1,1.017769357,1.01567,847.9947,643
IND,0,1,1.017061355,1.01553,847.9947,643
IND,0,1,0.986775984,0.98423,847.9947,643
IND,0,1,0.985719864,0.98407,847.9947,643
IND,0,3,0.332859648,0.49113,1420.329,52
LBR,0,1,1.001888174,0.99997,29343.98,156
IND,0,3,0.336209795,0.4932,79.2152,54
IND,0,1,1.002918674,0.99999,847.9947,167
LBR,0,2,0.501286636,0.73034,29343.98,75
IND,0,3,0.331176597,0.50586,82.4836,215
RE,0,3,0.339218877,0.51147,378.4445,182
IND,0,1,0.990645299,0.99175,319.6587,281
LBR,0,3,0.330837209,0.50174,29343.98,221
LBR,0,1,0.992376484,0.99421,29343.98,585
LBR,0,1,0.998656979,0.99831,29343.98,585
LBR,0,1,1.004667252,1.00725,29343.98,585
IND,0,4,0.252370707,0.25431,166.2225,80
IND,0,2,0.497849911,0.50486,121.2681,120
IND,0,4,0.248899602,0.26478,40.4254,49
IND,0,3,0.330141961,0.47686,72.2217,63
LBR,0,2,0.498622228,0.75089,29343.98,153
LBR,0,1,1.002303998,0.9998,29343.98,268
IND,0,3,0.335401643,0.49957,74.4739,50
IND,0,4,0.251027857,0.25493,37.5758,37
IND,0,3,0.3354226,0.44031,66.9485,51
IND,0,2,0.491808514,0.73933,115.7547,77
IND,0,2,0.49690264,0.75565,802.7424,90
RE,0,2,0.497523689,0.75161,816.5568,88
IND,0,3,0.336178068,0.52388,88.8255,57
IND,0,2,0.501072417,0.76941,166.2225,327
LBR,0,1,0.991012753,0.99091,29343.98,527
LBR,0,1,1.01268324,1.01155,29343.98,527
LBR,0,1,1.005135328,1.00464,29343.98,527
RE,0,4,0.251098556,0.25387,266.1697,94
IND,0,1,1.004079431,1.00689,215.7637,216
IND,0,2,0.506358248,0.50732,88.1677,128
IND,0,3,0.332736918,0.50003,167.121,96
LBR,0,1,1.002796259,1.00205,1550.861,313
LBR,0,1,0.999764387,1.00213,1550.861,313
IND,0,1,1.009005226,1.00622,802.7424,666
IND,0,1,1.004484305,1.00201,802.7424,666
IND,0,1,0.994551323,0.99401,802.7424,666
IND,0,1,0.96890585,0.96804,802.7424,666
IND,0,4,0.25129016,0.25857,42.1891,93
IND,0,1,0.998944864,1.00016,160.1944,160
IND,0,4,0.255445347,0.27699,1420.329,92
IND,0,1,0.997674134,1,1420.329,250
IND,0,2,0.496601184,0.74869,1342.637,157
IND,0,2,0.498869445,0.5026,77.5767,77
IND,0,1,1.002792587,0.99999,157.56,158
IND,0,1,1.004510822,1.00161,1342.637,275
IND,0,2,0.502893269,0.50945,1420.329,270
IND,0,1,1.007871605,1.00826,1420.329,463
IND,0,1,0.991825542,0.99165,1420.329,463
IND,0,2,0.497968289,0.49621,74.7365,269
IND,0,1,1.000317982,0.99999,1342.637,301
IND,0,1,0.995447487,0.99623,1342.637,301
IND,0,3,0.332015911,0.50083,78.4407,52
IND,0,1,0.99983547,0.99998,1420.329,158
IND,0,2,0.50245098,0.51541,1342.637,82
LBR,0,4,0.262674022,0.28491,1591.651,159
LBR,0,1,1.035642838,1.03873,1591.651,435
LBR,0,1,0.981910193,0.98265,1591.651,435
LBR,0,3,0.333532614,0.46795,1591.651,199
IND,0,2,0.504854369,0.74107,348.4637,195
IND,0,2,0.496581968,0.73114,348.4637,194
IND,0,3,0.338318307,0.50227,348.4637,143
RE,0,3,0.33213847,0.50894,197.2462,156
LBR,0,1,1.005133816,1.00388,1591.651,475
LBR,0,1,1.000337694,1.00002,1591.651,475
LBR,0,1,0.997008973,0.99618,1591.651,475
LBR,0,2,0.512714009,0.77736,1591.651,223
LBR,0,3,0.332245018,0.63893,1591.651,154
LBR,0,1,0.988715461,0.98994,1591.651,370
IND,0,2,0.498558654,0.75405,464.2623,251
IND,0,2,0.503840166,0.76325,464.2623,251
IND,0,1,0.980678682,0.97791,464.2623,464
RE,0,2,0.501249912,0.50458,197.2462,271
LBR,0,1,1.021588281,1.02416,1591.651,312
LBR,0,1,0.981442979,0.98351,1591.651,312
LBR,0,1,0.984923588,0.98807,29343.98,153
IND,1,2,0.497610313,0.53484,92.436,86
IND,1,2,0.502221133,0.52694,88.1347,84
IND,1,2,0.499232194,0.50344,79.6672,79
IND,1,3,0.335334797,0.47439,74.9792,53
IND,1,2,0.504357774,0.51343,83.4766,82
IND,1,4,0.247891374,0.27749,44.7761,51
IND,1,4,0.249935954,0.26534,82.9501,50
IND,1,3,0.331144448,0.49166,78.6915,53
IND,1,3,0.33645523,0.46395,75.8428,55
IND,1,3,0.3354579,0.54372,89.1468,55
IND,1,2,0.503938184,0.51671,83.0536,81
IND,1,4,0.249177714,0.256,41.0964,40
IND,1,2,0.500485227,0.53088,86.9799,82
IND,1,3,0.33575557,0.52845,88.1396,68
IND,1,4,0.248672154,0.26298,84.9293,60
IND,1,4,0.250054699,0.27888,79.8918,50
IND,1,4,0.250148526,0.29324,46.8909,40
IND,1,4,0.248911809,0.27351,42.855,39
IND,1,4,0.2506407,0.26914,42.9534,40
IND,1,3,0.337103903,0.54576,87.425,54
IND,1,3,0.331072049,0.49043,78.5117,53
IND,1,3,0.331061709,0.46478,74.4084,53
IND,1,2,0.501429073,0.50518,80.5985,80
IND,1,2,0.501463647,0.50055,79.8545,80
IND,1,4,0.251697423,0.27188,44.2879,72
IND,1,3,0.331858407,0.49231,80.1091,80
IND,1,2,0.502958764,0.50375,81.129,81
IND,1,3,0.333090712,0.51292,83.1546,68
IND,1,3,0.333906968,0.50981,79.3946,52
IND,1,4,0.253100481,0.27581,43.5902,59
IND,1,3,0.330797221,0.50379,79.1943,78
IND,1,3,0.335837042,0.50246,77.8007,52
IND,1,3,0.33493501,0.4798,74.4914,52
IND,1,3,0.333735527,0.51402,80.0917,52
IND,1,2,0.498802873,0.50089,80.3356,80
IND,1,2,0.50302748,0.5123,82.4934,81
IND,1,3,0.335029552,0.50925,80.5614,53
IND,1,2,0.498017386,0.5308,84.2004,79
IND,1,3,0.330024625,0.46627,73.4682,52
IND,1,4,0.248233722,0.25544,40.1331,39
IND,1,2,0.496625493,0.52823,82.965,78
IND,1,4,0.249056459,0.28212,44.1782,39
IND,1,3,0.33158613,0.49193,77.1463,52
IND,1,4,0.247957529,0.27368,43.0458,48
IND,1,3,0.334404667,0.49872,80.5349,54
IND,1,2,0.499596006,0.51826,84.0267,81
LBR,1,3,0.336622677,0.4856,156.7206,66
IND,1,3,0.330211896,0.51511,82.6782,79
IND,1,4,0.25254279,0.26309,41.6713,40
IND,1,3,0.333986603,0.52013,82.5402,65
IND,1,3,0.334640325,0.53572,84.8471,65
IND,1,2,0.499772256,0.50027,79.0802,79
IND,1,3,0.332044832,0.50447,80.5236,53
IND,1,2,0.500813048,0.5055,81.759,81
VAC,1,3,0.332772662,0.52526,86.8141,55
IND,1,2,0.500838905,0.51499,82.2605,80
IND,1,4,0.250286265,0.26153,41.7977,40
IND,1,3,0.332304197,0.5522,91.3965,55
IND,1,3,0.33123754,0.50201,81.8408,81
IND,1,3,0.337569624,0.46491,74.3706,68
IND,1,2,0.490948916,0.49943,79.3477,78
IND,1,3,0.333744742,0.49784,79.0605,53
IND,1,2,0.501193467,0.5106,81.5026,80
IND,1,2,0.507353494,0.51674,82.4989,81
IND,1,2,0.497336143,0.51729,83.2112,80
IND,1,2,0.501219014,0.53993,87.2564,81
IND,1,3,0.332168692,0.4872,79.2045,107
IND,1,2,0.500203787,0.53112,86.0077,81
IND,1,4,0.250699065,0.27919,87.7964,79
IND,1,2,0.49859371,0.5007,78.3308,78
IND,1,3,0.326078617,0.48018,75.1021,64
IND,1,3,0.340752742,0.53325,82.942,79
VAC,1,2,0.496425095,0.74052,114.8618,77
IND,1,3,0.335291349,0.45238,70.1601,80
IND,1,2,0.500638635,0.53859,83.9141,78
IND,1,2,0.500545466,0.5118,79.754,78
IND,1,2,0.499856291,0.50937,81.5235,80
IND,1,2,0.496671047,0.50175,79.8089,79
IND,1,2,0.50551006,0.52882,83.6896,80
IND,1,2,0.502417886,0.52847,84.1496,80
IND,1,2,0.49535761,0.49766,78.3627,78
IND,1,3,0.331539619,0.50102,78.5831,64
IND,1,3,0.33693365,0.54745,86.1152,66
IND,1,2,0.49841848,0.55234,86.4393,78
IND,1,2,0.499903865,0.54965,85.7628,78
IND,1,2,0.507585227,0.54189,85.4078,80
IND,1,2,0.492657508,0.5002,79.1956,78
IND,1,3,0.333161514,0.45001,71.589,53
IND,1,3,0.334663568,0.44064,69.7837,53
VAC,1,2,0.502284783,0.73601,198.751,121
IND,1,3,0.330465222,0.52148,85.2133,108
IND,1,2,0.5033176,0.5582,90.9427,82
IND,1,2,0.496993496,0.5464,89.0523,81
IND,1,3,0.332076039,0.46408,74.0684,66
IND,1,2,0.483128161,0.51073,81.4002,77
IND,1,3,0.334035017,0.44654,70.8513,53
IND,1,3,0.33347805,0.55455,88.1358,68
IND,1,4,0.250934732,0.28787,45.8889,49
IND,1,4,0.246091755,0.27393,87.063,69
IND,1,3,0.340958214,0.54156,88.9475,83
IND,1,3,0.338339505,0.55456,88.5108,67
IND,1,3,0.330818266,0.47927,75.3358,52
IND,1,3,0.335849149,0.47266,77.4051,55
IND,1,4,0.250016769,0.28047,86.2932,51
IND,1,4,0.247889759,0.25614,86.2932,51
IND,1,2,0.496495885,0.53722,84.3979,78
IND,1,3,0.33436859,0.46199,71.8488,77
IND,1,3,0.33031516,0.51045,78.8139,79
IND,1,2,0.50639078,0.52575,82.0215,79
IND,1,3,0.332657751,0.52366,85.0059,54
IND,1,2,0.502266324,0.53675,87.6305,82
IND,1,2,0.496666129,0.51725,83.3162,80
IND,1,2,0.510410507,0.52067,83.6491,82
IND,1,3,0.335668233,0.55552,87.7138,53
IND,1,4,0.252705529,0.30031,47.5365,40
IND,1,3,0.327427053,0.54086,85.8976,52
IND,1,2,0.49882555,0.55378,87.7048,79
IND,1,2,0.499257514,0.53855,84.1394,78
IND,1,2,0.502254304,0.51302,87.8448,86
IND,1,3,0.336225661,0.50682,85.9219,57
IND,1,4,0.253213026,0.25358,41.0608,51
IND,1,3,0.333374491,0.50033,81.0439,67
IND,1,3,0.334674058,0.49579,81.4784,55
IND,1,3,0.333660815,0.48954,79.2292,67
IND,1,3,0.333700614,0.51469,81.7462,66
IND,1,3,0.333352202,0.49991,79.482,53
IND,1,3,0.330337862,0.51485,84.1628,69
IND,1,4,0.247942381,0.26998,91.6512,62
IND,1,4,0.251740154,0.26481,42.077,50
IND,1,3,0.333396238,0.49543,78.7592,53
IND,1,3,0.332515898,0.49673,83.6568,56
VAC,1,3,0.330887132,0.50139,84.8572,56
IND,1,2,0.50243152,0.50095,80.7621,81
IND,1,3,0.33508945,0.50158,80.8317,54
IND,1,3,0.33592645,0.42546,72.1928,57
IND,1,3,0.331951174,0.47367,81.3361,111
VAC,1,1,1.021104923,1.02029,207.2896,207
IND,1,2,0.488113192,0.49788,79.5621,78
IND,1,2,0.496734116,0.51022,89.362,87
VAC,1,2,0.497888079,0.51014,170.0196,129
VAC,1,2,0.499786276,0.50491,170.0196,123
VAC,1,2,0.500431622,0.78848,126.0494,80
IND,1,2,0.475089079,0.50926,81.4665,76
IND,1,2,0.527082322,0.54145,78.0721,76
VAC,1,1,1.045638195,1.04576,259.7416,260
VAC,1,2,0.480394298,0.70327,259.7416,150
IND,1,2,0.498265414,0.55948,89.8284,80
VAC,1,1,0.996232994,0.99472,159.7574,160
IND,1,2,0.510983019,0.53066,85.1579,82
IND,1,2,0.492445021,0.53165,85.2896,79
IND,1,2,0.498292885,0.4991,81.1316,81
IND,1,2,0.501448629,0.54056,87.319,81
IND,1,2,0.496259444,0.50589,81.5528,80
IND,1,2,0.499300363,0.49875,80.9115,81
IND,1,4,0.250925287,0.26403,42.0896,59
IND,1,3,0.330115229,0.51624,82.8826,80
IND,1,3,0.335183047,0.49312,79.4462,54
IND,1,3,0.331229298,0.53053,84.891,53
IND,1,2,0.49697412,0.53095,84.4011,79
IND,1,3,0.332032351,0.46767,74.6521,53
IND,1,4,0.249912531,0.2721,81.1871,50
IND,1,4,0.250900104,0.26476,42.2102,49
IND,1,2,0.500114224,0.51996,84.2148,81
IND,1,2,0.501464152,0.50333,81.3024,81
IND,1,3,0.335635127,0.50081,80.5758,54
IND,1,3,0.334825581,0.50466,81.3921,54
IND,1,2,0.501638065,0.50034,80.7918,81
IND,1,3,0.333520681,0.49757,80.5624,54
IND,1,2,0.502962572,0.50018,81.5479,82
IND,1,2,0.498204005,0.52177,84.8318,81
IND,1,2,0.496148646,0.50105,80.7905,80
IND,1,4,0.252164928,0.25266,41.0807,41
IND,1,3,0.331870644,0.51187,83.2891,67
IND,1,3,0.334694839,0.50042,80.7387,54
IND,1,3,0.334381889,0.50558,81.6478,54
IND,1,2,0.500056256,0.50407,80.6436,80
IND,1,4,0.25050414,0.26701,42.6359,40
IND,1,3,0.32888409,0.51886,83.616,53
IND,1,4,0.249017936,0.25268,79.0042,50
IND,1,3,0.335158083,0.48869,78.7368,54
IND,1,4,0.249437207,0.2551,40.9093,40
IND,1,4,0.25019703,0.25865,41.3521,50
IND,1,2,0.498153718,0.50099,80.4563,80
IND,1,2,0.499257355,0.50053,80.2052,80
IND,1,4,0.24980016,0.25441,85.7869,62
IND,1,3,0.336446502,0.4509,72.3699,80
IND,1,2,0.489448617,0.49611,79.0631,150
VAC,1,1,1.053725358,1.05196,220.3551,220
IND,1,3,0.33518804,0.54333,72.9445,45
IND,1,3,0.319649013,0.46789,74.652,51
IND,1,2,0.502578858,0.50279,80.0343,80
IND,1,4,0.250142126,0.26772,35.3194,33
IND,1,4,0.253953596,0.25808,33.5364,33
IND,1,3,0.326943269,0.47356,75.3197,52
IND,1,3,0.333236925,0.49627,78.9307,53
IND,1,3,0.33382252,0.49466,78.5361,53
IND,1,3,0.334091869,0.48842,77.4835,53
IND,1,3,0.333526317,0.48238,76.6548,53
VAC,1,3,0.330819934,0.49791,314.1548,158
IND,1,3,0.337038678,0.49897,79.945,80
IND,1,2,0.50696609,0.52474,83.8411,199
VAC,1,1,0.976458585,0.97403,314.1548,314
IND,1,3,0.333396238,0.47382,75.3232,66
IND,1,4,0.251396824,0.26772,42.5977,40
VAC,1,2,0.495061914,0.49807,79.4809,79
IND,1,4,0.250892236,0.25533,40.7091,50
IND,1,2,0.499525451,0.50888,81.4985,80
IND,1,3,0.337510547,0.51874,82.9965,67
IND,1,3,0.330784834,0.49807,79.8047,53
IND,1,4,0.249402992,0.26081,41.8303,40
IND,1,2,0.499183435,0.50216,81.483,81
IND,1,2,0.497757021,0.5119,83.3016,81
IND,1,2,0.504621595,0.51158,83.1319,82
IND,1,2,0.499941365,0.51019,82.6618,81
IND,1,2,0.500169811,0.50089,81.1178,81
IND,1,2,0.492495598,0.49933,81.1117,80
IND,1,2,0.502285087,0.50133,80.8475,81
IND,1,3,0.335939979,0.48716,78.3091,54
IND,1,2,0.497132169,0.50054,80.5491,80
IND,1,2,0.49802657,0.51183,82.2177,80
IND,1,3,0.33675703,0.50224,80.5367,54
IND,1,3,0.329956981,0.48435,77.8002,53
IND,1,2,0.500747992,0.52257,83.4879,80
IND,1,2,0.50238949,0.52378,83.4073,80
IND,1,2,0.498683853,0.5153,81.6332,79
IND,1,3,0.333394141,0.47984,76.282,53
IND,1,3,0.33247392,0.47342,75.4687,53
IND,1,3,0.336306113,0.50137,80.5054,54
IND,1,3,0.330092613,0.50806,81.5748,53
IND,1,3,0.332200925,0.49881,79.5817,53
IND,1,4,0.24979236,0.27016,43.2626,40
IND,1,3,0.331175486,0.50091,80.1637,53
IND,1,3,0.330997614,0.51347,82.2188,53
IND,1,3,0.330580574,0.51301,82.2493,53
IND,1,3,0.331938773,0.49958,79.7675,53
IND,1,3,0.334870102,0.50206,64.4687,43
VAC,1,3,0.332071975,0.50017,64.7678,43
IND,1,3,0.338350105,0.54606,87.1514,54
IND,1,2,0.498510778,0.5183,82.1373,79
IND,1,2,0.504130863,0.50919,67.6728,67
IND,1,4,0.250811555,0.26488,36.9639,35
IND,1,4,0.252232255,0.25519,40.4693,40
IND,1,3,0.333274643,0.50197,79.828,53
IND,1,3,0.33347805,0.48102,76.4495,53
IND,1,2,0.498485849,0.50095,80.397,80
IND,1,4,0.249194789,0.26668,42.8073,40
IND,1,3,0.332215501,0.52016,82.9844,53
IND,1,2,0.497876149,0.50391,79.9584,79
IND,1,2,0.500510135,0.5024,78.2957,78
IND,1,4,0.248873687,0.25725,80.6049,39
IND,1,4,0.248928054,0.26552,81.7861,40
IND,1,3,0.337677281,0.5014,80.1823,54
