row.names,state,st,county,long,Y60,Y61,Y62,Y63,Y64,Y65,Y66,Y67,Y68,Y69,Y70,Y71,Y72,Y73,Y74,Y75,Y76,Y77,Y78,Y79,Y80,Y81,Y82,Y83,Y84,Y85,Y86,Y87,Y88,Y89,Y90,Y91,Y92,Y93,Y94,Y95,Y96,ACRES,SAW,XERIC,HYDRIC,MAXTF,PRCPF,MAXTW,PRCPW,MAXTSP,PRCPSP,MAXTSU,PRCPSU,LNELEV,NATFOR,PHAT,YneighB.1,YneighB.2,YneighB.3,YneighB.4,YneighB.5,YneighB.6,YneighB.7,YneighB.8,YneighB.9,YneighB.10,YneighB.11,YneighB.12,YneighB.13,YneighB.14,YneighB.15,YneighB.16,YneighB.17,YneighB.18,YneighB.19,YneighB.20,YneighB.21,YneighB.22,YneighB.23,YneighB.24,YneighB.25,YneighB.26,YneighB.27,YneighB.28,YneighB.29,YneighB.30,YneighB.31,YneighB.111,YneighB.222,YneighB.33,YneighB.44,YneighB.55,YneighB.66,YneighB.77,YneighB.88,YneighB.99,YneighB.1010,YneighB.1111,YneighB.1212,YneighB.1313,YneighB.1414,YneighB.1515,YneighB.1616,YneighB.1717,YneighB.1818,YneighB.1919,YneighB.2020,YneighB.2121,YneighB.2222,YneighB.2323,YneighB.2424,YneighB.2525,YneighB.2626,YneighB.2727,YneighB.2828,YneighB.2929,YneighB.3030,YneighB.3131
70,North Carolina,37,139,-76.2619,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.85203e5, 24.4,  0  , 13.5,72.9626,3.6408,53.0244,3.6562,69.9946,3.7813,86.388 ,5.1459,2.1972,  0  ,0.0968,1,0,0,0,1,2,0,1,0,2,2,0,4,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,2,2,0,4,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,North Carolina,37,141,-77.8874,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.62381e5,194.1,  6.8,149.5,75.4286,3.6262,57.3767,4.0312,73.8272,4.0493,87.8837,7.0577,4.0254,  0  ,0.129 ,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,North Carolina,37,143,-76.414 ,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.08845e5, 20.4,  0  ,  2.8,72.9626,3.6408,53.0244,3.6562,69.9946,3.7813,86.388 ,5.1459,3.0445,  0  ,0.2258,1,0,0,1,3,4,1,2,0,1,3,0,5,2,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,4,1,2,0,1,3,0,5,2,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,North Carolina,37,145,-78.9767,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2.58707e5, 45.9,  0  ,  0  ,71.2637,3.4721,49.8911,3.4966,69.9913,3.5298,86.5522,4.2923,6.5667,  0  ,0.2581,0,0,0,0,0,1,1,2,4,0,0,0,3,3,4,4,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,2,4,0,0,0,3,3,4,4,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0
74,North Carolina,37,147,-77.3767,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.20173e5, 88.8,  0  , 23.2,74.3286,3.4536,54.3389,3.5468,72.4239,3.8705,87.7511,5.1142,3.4177,  0  ,0.1935,0,0,0,0,0,1,1,3,3,4,1,0,1,2,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3,3,4,1,0,1,2,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
75,North Carolina,37,149,-82.1662,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52928e5, 31.4, 24.9,  0  ,68.5352,4.2998,49.8878,4.2602,68.4598,4.8441,83.1163,5.2005,6.9856,  0  ,0.1613,0,0,0,1,0,0,0,0,0,1,1,0,0,2,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0
76,North Carolina,37,151,-79.8065,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,5.05254e5, 26.6,  4.3,  4.3,72.0637,3.5057,51.2633,3.765 ,70.2587,4.0393,86.4543,4.5062,6.7346,  4.1,0.4839,0,0,2,2,2,2,1,0,0,2,0,1,2,2,3,3,3,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,2,2,2,2,1,0,0,2,0,1,2,2,3,3,3,0,0,0,2,0,0,0,0,0,1,1,0,0,0
77,North Carolina,37,153,-79.7466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06938e5, 99.6, 80.3,  7  ,72.9978,3.4315,51.9944,3.7914,71.3902,3.6943,87.2848,4.628 ,5.8608,  0  ,0     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,North Carolina,37,155,-79.1071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.08378e5,122.5,  2.9, 48.8,76.3352,3.4498,56.8367,3.7586,75.925 ,3.6346,90.2109,5.2904,4.9904,  0  ,0     ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,North Carolina,37,157,-79.777 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66387e5,106.7,  0  ,  3.1,69.9978,3.3319,49.1533,3.2821,69.225 ,3.5341,85.6522,4.0695,6.6657,  0  ,0.0645,0,0,2,1,1,2,1,0,1,1,0,0,2,1,3,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,0,1,1,0,0,2,1,3,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
80,North Carolina,37,159,-80.5229,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,3.34925e5, 66  ,  0  ,  0  ,73.5637,3.5198,52.4156,3.6676,72.225 ,3.8083,88.6196,4.2302,6.6379,  0  ,0.4516,0,0,4,3,4,4,4,0,2,5,1,2,5,5,5,5,5,0,0,1,4,0,0,0,0,0,3,3,1,0,0,0,0,4,3,4,4,4,0,2,5,1,2,5,5,5,5,5,0,0,1,4,0,0,0,0,0,3,3,1,0,0
81,North Carolina,37,161,-81.9198,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.64429e5,116.3, 82  ,  4  ,71.9692,3.8177,52.4089,4.2618,72.0261,4.4511,87.0826,4.4102,6.9236,  0  ,0.2903,0,0,0,2,1,1,1,0,1,1,0,0,1,4,5,5,5,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,1,0,1,1,0,0,1,4,5,5,5,0,0,2,0,0,0,0,0,0,0,0,1,1,0
82,North Carolina,37,163,-78.3687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.06304e5,119.8, 19.7, 36.8,75.3978,3.0265,57.3567,3.4883,74.8272,3.6304,87.7185,5.3501,5.0689,  0  ,0.0323,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,North Carolina,37,165,-79.4803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05331e5, 65.7, 17.1,  0  ,76.3352,3.4498,56.8367,3.7586,75.925 ,3.6346,90.2109,5.2904,5.3519,  0  ,0     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,North Carolina,37,167,-80.2532,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59187e5, 33  ,  0  ,  0  ,73.5637,3.5198,52.4156,3.6676,72.225 ,3.8083,88.6196,4.2302,6.2748,  0  ,0.2581,0,0,1,2,0,2,2,0,1,2,1,1,2,2,3,3,3,0,0,2,2,0,0,0,0,0,1,2,0,0,0,0,0,1,2,0,2,2,0,1,2,1,1,2,2,3,3,3,0,0,2,2,0,0,0,0,0,1,2,0,0,0
85,North Carolina,37,169,-80.2296,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91795e5, 77.1,  0  ,  0  ,70.8692,3.7371,49.54  ,3.3642,70.3935,4.0905,86.3163,4.0267,6.8434,  0  ,0.1935,0,0,1,1,2,2,1,0,0,1,0,0,2,2,3,3,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,2,1,0,0,1,0,0,2,2,3,3,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
86,North Carolina,37,171,-80.6869,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45261e5, 48.2,  3.7,  0  ,70.8692,3.7628,49.54  ,3.4981,70.3935,4.1843,86.3163,4.1754,6.9063,  0  ,0.2258,0,0,1,1,1,2,3,0,0,1,0,0,3,2,3,3,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,3,0,0,1,0,0,3,2,3,3,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
87,North Carolina,37,173,-83.4922,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,3.45715e5, 20.5, 62.8,  0  ,70.8725,3.9118,51.75  ,4.6423,69.7609,4.7637,84.2826,4.312 ,7.6183, 20.9,0.2258,0,0,1,0,0,0,0,0,1,3,0,0,3,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,1,0,0,0,0,0,1,3,0,0,3,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,2,3,1
88,North Carolina,37,175,-82.7971,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.43283e5, 10.8,109.2,  0  ,68.6033,5.1934,49.4289,5.3479,67.025 ,5.7415,82.0163,5.8592,7.8023, 76.9,0.1613,0,0,1,0,0,0,0,0,0,2,0,0,1,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,1,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
89,North Carolina,37,177,-76.1651,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.83143e5, 75.9,  0  , 88.9,72.9626,3.6408,53.0244,3.6562,69.9946,3.7813,86.388 ,5.1459,2.3979,  0  ,0.0968,0,0,0,0,1,3,0,1,0,2,2,0,4,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,2,2,0,4,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,North Carolina,37,179,-80.5333,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,4.09139e5, 53.8,  0  ,  0  ,73.5   ,3.6258,53.9089,4.0308,72.7935,3.7593,87.7478,4.5892,6.3648,  0  ,0.2903,0,0,2,2,0,1,1,0,0,2,2,0,2,2,2,2,2,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,0,2,2,0,1,1,0,0,2,2,0,2,2,2,2,2,0,0,2,2,0,0,0,0,0,2,2,0,0,0
91,North Carolina,37,181,-78.4052,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.72026e5, 68.7,  0  ,  4.5,71.6989,3.4192,50.7044,3.4187,70.4891,3.4805,87.1185,4.1903,6.1759,  0  ,0.3226,0,0,0,1,0,1,2,1,1,0,0,0,1,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,1,1,0,0,0,1,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
92,North Carolina,37,183,-78.6504,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.48486e5,180.7,  0  , 14.3,71.8319,3.0084,51.3256,3.4627,70.7565,3.4325,86.5837,3.9025,5.8377,  0  ,0.1613,0,0,0,0,0,0,0,1,1,0,0,0,1,2,5,5,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,5,5,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0
93,North Carolina,37,185,-78.0973,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8416e5 ,118.2,  0  ,  0  ,71.8264,3.2827,50.4289,3.5053,69.925 ,3.593 ,86.9522,4.3884,5.8021,  0  ,0.1935,0,0,0,1,0,2,2,2,2,0,0,0,2,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2,2,2,0,0,0,2,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
94,North Carolina,37,187,-76.5647,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.64486e5, 29  ,  0  , 21.6,74.3286,3.4536,54.3389,3.5468,72.4239,3.8705,87.7511,5.1142,3.0445,  0  ,0.0968,1,0,0,0,1,3,1,2,1,5,4,0,2,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,2,1,5,4,0,2,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,North Carolina,37,189,-81.697 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00992e5,  0  , 49.6,  0  ,59.9989,5.4485,40.4456,4.613 ,58.1304,5.905 ,74.387 ,5.7237,8.1904,  0.4,0     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
96,North Carolina,37,191,-78.0046,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55661e5, 94.2,  3  , 11.5,74.3297,3.5026,53.68  ,3.9438,72.2924,3.8997,88.3522,5.2707,4.4773,  0  ,0.1935,0,0,0,0,0,0,0,2,2,2,0,0,1,2,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,1,2,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
97,North Carolina,37,193,-81.1657,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.85392e5,119.5,115.2,  0  ,63.6978,3.7885,44.6833,3.6319,63.225 ,4.278 ,78.9174,4.3241,6.9948,  0  ,0.1935,0,0,0,1,3,3,2,0,1,2,0,1,4,4,5,5,5,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,3,3,2,0,1,2,0,1,4,4,5,5,5,0,0,0,2,0,0,0,0,0,0,1,1,0,0
98,North Carolina,37,195,-77.9191,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.40333e5, 44.8,  0  , 11.7,73.7297,3.1856,52.9289,3.7273,71.8576,3.8404,88.15  ,4.91  ,4.7095,  0  ,0.129 ,0,0,0,1,0,0,0,2,2,1,0,0,1,4,5,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,1,0,0,1,4,5,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
99,North Carolina,37,197,-80.6652,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.16154e5, 38.8,  3.6,  0  ,72.1692,3.5667,50.9711,3.5932,71.5576,3.9515,87.2859,3.9204,6.7754,  0  ,0.3871,0,0,2,2,4,4,4,0,2,3,0,1,5,5,5,5,5,0,0,0,3,0,0,0,0,0,1,2,1,0,0,0,0,2,2,4,4,4,0,2,3,0,1,5,5,5,5,5,0,0,0,3,0,0,0,0,0,1,2,1,0,0
100,North Carolina,37,199,-82.31  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00704e5,  3.3, 17.6,  0  ,68.7352,2.8046,48.4911,3.0138,67.7957,3.6711,82.9174,3.8157,8.2707, 35.1,0.0323,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
